Formula,A,B,ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,r_A6,r_B,EN_A,EN_B,R_A,IE_A,D_A,TC_A,VLC_A,MP_A,BP_A,CR_A,VR_A,AM_A,R_B,IE_B,D_B,TC_B,VLC_B,MP_B,BP_B,CR_B,VR_B,AM_B,Cubic,Hexagonal,Monoclinic,Orthorhombic,Tetragonal,Triclinic,Trigonal
AuSmO3,Au,Sm,2.4,3.333333333,24.6013613,24.77924945,0.9,2.27,0.685714286,0.698118136,239.831079,185.9271,185.536239,0.961864407,0.93,0.93,0.96,2.54,1.17,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,200,545,7.52,79.0,2,1347.0,2067.0,120,229,150.4,1,0,0,0,0,0,0
AuSnO3,Au,Sn,2.4,2.35,24.6013613,9.291390728,0.9,1.48,0.492857143,0.788305646,240.969724,185.9271,186.802864,0.708133971,0.93,0.93,0.69,2.54,1.96,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,1,0,0,0,0,0,0
AuSrO3,Au,Sr,2.4,4.15,24.6013613,19.31567329,0.9,2.49,0.842857143,0.638588682,240.772471,185.9271,186.441991,0.965116279,0.93,0.93,1.18,2.54,0.95,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,0,0,0,1,0,0,0
AuTaO3,Au,Ta,2.4,2.433333333,24.6013613,60.52244297,0.9,1.94,0.485714286,0.792095577,239.902656,185.9271,185.661276,0.932692308,0.93,0.93,0.68,2.54,1.5,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,146,761,16.654,58.0,13,3290.0,5731.0,120,217,180.9479,0,0,0,0,0,0,1
AuTbO3,Au,Tb,2.4,3.2,24.6013613,29.96688742,0.9,2.24,0.6,0.735517322,239.838396,185.9271,185.548416,1.0,0.93,0.93,0.84,2.54,1.2,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,192,566,8.229,400.0,5,1629.0,3503.0,120,221,158.92535,1,0,0,0,0,0,0
AuTcO3,Au,Tc,2.4,2.283333333,24.6013613,44.70198675,0.9,1.54,0.428571429,0.8237794,245.963136,185.9271,191.786556,0.77,0.93,0.93,0.6,2.54,1.9,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,137,702,11.5,7.7,7,2430.0,4538.0,126,209,96.90636,0,0,0,1,0,0,0
AuTeO3,Au,Te,2.4,2.216666667,24.6013613,13.29396615,0.9,1.34,0.55,0.759243687,239.982576,185.9271,185.838396,0.617511521,0.93,0.93,0.77,2.54,2.1,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,133,869,6.232,0.52,16,722.66,1261.0,120,206,127.6,0,0,0,1,0,0,0
AuThO3,Au,Th,2.4,3.0,24.6013613,37.21486387,0.9,2.14,0.671428571,0.704084957,239.861616,185.9271,185.587836,0.914529915,0.93,0.93,0.94,2.54,1.3,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,180,587,11.72,0.00943,6,2023.0,5061.0,120,237,232.038,1,0,0,0,0,0,0
AuTiO3,Au,Ti,2.4,2.333333333,24.6013613,35.70640177,0.9,1.9,0.507142857,0.780833555,255.91,185.9271,201.6751,0.900473934,0.93,0.93,0.71,2.54,1.54,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,0,0,0,1,0,0,0
AuTlO3,Au,Tl,2.4,2.833333333,24.6013613,10.61442237,0.9,1.82,0.857142857,0.633676462,239.923824,185.9271,185.701884,0.7,0.93,0.93,1.2,2.54,1.62,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,1,0,0,0,0,0,0
AuTmO3,Au,Tm,2.4,3.133333333,24.6013613,33.44370861,0.9,2.19,0.685714286,0.698118136,239.850231,185.9271,185.568351,0.927966102,0.93,0.93,0.96,2.54,1.25,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,188,597,9.321,50.0,9,1818.0,2223.0,120,227,168.93422,1,0,0,0,0,0,0
AuUO3,Au,U,2.4,2.916666667,24.6013613,25.90139809,0.9,2.06,0.607142857,0.732248356,239.878896,185.9271,185.618076,0.915555556,0.93,0.93,0.85,2.54,1.38,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289,0,0,0,1,0,0,0
AuVO3,Au,V,2.4,2.233333333,24.6013613,40.15820456,0.9,1.81,0.457142857,0.807626863,244.925471,185.9271,190.705151,0.887254902,0.93,0.93,0.64,2.54,1.63,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,134,651,6.11,31.0,5,2183.0,3680.0,125,179,50.9415,0,0,0,1,0,0,0
AuWO3,Au,W,2.4,2.316666667,24.6013613,67.9727741,0.9,1.08,0.45,0.81160532,239.997084,185.9271,185.895024,0.532019704,0.93,0.93,0.63,2.54,2.36,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,139,770,19.25,35.0,14,3695.0,5828.0,120,210,183.84,1,0,0,0,0,0,0
AuYbO3,Au,Yb,2.4,3.083333333,24.6013613,20.08830022,0.9,2.34,0.678571429,0.701088851,239.813376,185.9271,185.507196,0.995744681,0.93,0.93,0.95,2.54,1.1,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,185,603,6.965,0.52,10,1092.0,1469.0,120,242,173.05,1,0,0,0,0,0,0
AuYO3,Au,Y,2.4,3.733333333,24.6013613,33.02060338,0.9,2.22,0.642857143,0.716329913,242.843184,185.9271,188.556444,0.965217391,0.93,0.93,0.9,2.54,1.22,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,224,600,4.469,17.0,3,1795.0,3618.0,123,219,88.90584,1,0,0,0,0,0,0
AuZnO3,Au,Zn,2.4,2.316666667,24.6013613,12.74245769,0.9,1.79,0.528571429,0.76988729,241.928711,185.9271,187.711631,0.836448598,0.93,0.93,0.74,2.54,1.65,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,139,906,7.134,120.0,12,692.68,1180.0,122,139,65.4,1,0,0,0,0,0,0
AuZrO3,Au,Zr,2.4,3.516666667,24.6013613,39.1464312,0.9,2.11,0.514285714,0.777150377,244.868231,185.9271,190.599311,0.995283019,0.93,0.93,0.72,2.54,1.33,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,211,640,6.506,23.0,4,2128.0,4682.0,125,186,91.22,1,0,0,0,0,0,0
B2O3,B,B,1.45,1.45,43.19352465,43.19352465,1.4,1.4,0.192857143,0.707106781,168.0,149.8236,149.8236,0.838323353,0.27,0.27,0.27,2.04,2.04,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,1,0,0,0,0,0,0
Ba2O3,Ba,Ba,4.216666667,4.216666667,18.39587932,18.39587932,2.55,2.55,0.964285714,0.773960513,240.0,185.414775,185.414775,0.927272727,1.61,1.35,1.35,0.89,0.89,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,1,0,0,0,0,0,0
BaAcO3,Ba,Ac,4.216666667,3.25,18.39587932,24.35614422,2.55,2.34,0.8,0.844599766,239.996031,185.414775,185.507196,0.928571429,1.61,1.35,1.12,0.89,1.1,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775,0,0,0,1,0,0,0
BaAgO3,Ba,Ag,4.216666667,2.666666667,18.39587932,22.71762325,2.55,1.51,0.678571429,0.905698473,243.902656,185.414775,189.794791,0.642553191,1.61,1.35,0.95,0.89,1.93,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,0,0,0,0,0,0,1
BaAlO3,Ba,Al,4.216666667,2.383333333,18.39587932,17.17139441,2.55,1.83,0.385714286,1.097108975,240.953344,185.414775,186.698599,0.943298969,1.61,1.35,0.54,0.89,1.61,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,1,0,0,0,0,0,0
BaAsO3,Ba,As,4.216666667,1.983333333,18.39587932,20.05150846,2.55,1.26,0.371428571,1.108537193,238.850231,185.414775,184.857116,0.65625,1.61,1.35,0.52,0.89,2.18,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159,1,0,0,0,0,0,0
BaAuO3,Ba,Au,4.216666667,2.4,18.39587932,24.6013613,2.55,0.9,0.664285714,0.913472709,239.754975,185.414775,185.9271,0.386266094,1.61,1.35,0.93,0.89,2.54,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,1,0,0,1,0,0,0
BaBeO3,Ba,Be,4.216666667,1.866666667,18.39587932,28.69757174,2.55,1.87,0.321428571,1.150481844,215.958384,185.414775,161.685279,1.010810811,1.61,1.35,0.45,0.89,1.57,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,112,900,1.85,200.0,2,1560.0,2744.0,96,153,9.012183,1,0,0,0,0,0,0
BaBiO3,Ba,Bi,4.216666667,2.633333333,18.39587932,10.01747609,2.55,1.42,0.642857143,0.92538757,239.885079,185.414775,185.818524,0.617391304,1.61,1.35,0.9,0.89,2.02,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804,1,0,1,0,0,1,1
BaBO3,Ba,B,4.216666667,1.45,18.39587932,43.19352465,2.55,1.4,0.192857143,1.274485875,203.880975,185.414775,149.8236,0.838323353,1.61,1.35,0.27,0.89,2.04,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,1,0,0,0,0,0,0
BaCaO3,Ba,Ca,4.216666667,3.233333333,18.39587932,20.51140545,2.55,2.44,0.714285714,0.886829755,290.998911,185.414775,236.464176,1.016666667,1.61,1.35,1.0,0.89,1.0,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,194,590,1.54,200.0,2,1115.0,1757.0,171,231,40.08,1,0,0,1,0,0,0
BaCdO3,Ba,Cd,4.216666667,2.516666667,18.39587932,10.93119941,2.55,1.75,0.678571429,0.905698473,242.9424,185.414775,188.724375,0.744680851,1.61,1.35,0.95,0.89,1.69,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,151,868,8.69,120.0,12,594.22,1040.0,123,158,112.41,1,0,0,1,0,0,0
BaCeO3,Ba,Ce,4.216666667,3.3,18.39587932,19.70198675,2.55,2.32,0.621428571,0.937617362,239.995239,185.414775,185.515584,1.022026432,1.61,1.35,0.87,0.89,1.12,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,1,0,0,1,0,0,1
BAcO3,B,Ac,1.45,3.25,43.19352465,24.35614422,1.4,2.34,0.8,0.468598542,203.920476,149.8236,185.507196,0.928571429,0.27,0.27,1.12,2.04,1.1,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775,1,0,0,0,0,0,0
BaCoO3,Ba,Co,4.216666667,2.083333333,18.39587932,32.52391464,2.55,1.56,0.378571429,1.102793477,215.911791,185.414775,161.780976,0.808290155,1.61,1.35,0.53,0.89,1.88,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,125,760,8.86,100.0,9,1768.0,3200.0,96,192,58.93319,1,1,1,1,0,0,0
BaCrO3,Ba,Cr,4.216666667,2.133333333,18.39587932,40.10301692,2.55,1.78,0.392857143,1.091482775,233.946639,185.414775,179.714844,0.912820513,1.61,1.35,0.55,0.89,1.66,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996,0,1,0,1,0,0,0
BaCsO3,Ba,Cs,4.216666667,4.966666667,18.39587932,5.548013245,2.55,2.65,1.192857143,0.693287105,239.9991,185.414775,185.367975,0.863192182,1.61,1.35,1.67,0.89,0.79,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,298,376,1.873,58.0,3,301.59,944.0,120,343,132.905452,1,0,0,0,0,0,0
BaCuO3,Ba,Cu,4.216666667,2.25,18.39587932,24.97737307,2.55,1.54,0.485714286,1.023265102,225.908191,185.414775,171.786556,0.740384615,1.61,1.35,0.68,0.89,1.9,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55,1,0,0,0,0,0,1
BaDyO3,Ba,Dy,4.216666667,3.133333333,18.39587932,30.99705666,2.55,2.22,0.707142857,0.890540339,239.990199,185.414775,185.556444,0.928870293,1.61,1.35,0.99,0.89,1.22,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,188,573,8.55,120.0,6,1685.0,2840.0,120,229,162.5,1,0,0,1,0,0,0
BaErO3,Ba,Er,4.216666667,3.15,18.39587932,33.14937454,2.55,2.2,0.635714286,0.929428564,239.988975,185.414775,185.5644,0.96069869,1.61,1.35,0.89,0.89,1.24,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,189,589,9.066,60.0,8,1802.0,3141.0,120,235,167.26,1,0,0,1,0,0,0
BaEuO3,Ba,Eu,4.216666667,3.3,18.39587932,20.14348786,2.55,2.24,0.757142857,0.865199761,239.991351,185.414775,185.548416,0.910569106,1.61,1.35,1.06,0.89,1.2,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,198,547,5.243,100.0,3,1095.0,1802.0,120,233,151.964,1,0,0,1,0,0,0
BaFeO3,Ba,Fe,4.216666667,2.1,18.39587932,33.31493745,2.55,1.61,0.421428571,1.069543423,218.920476,185.414775,164.766711,0.809045226,1.61,1.35,0.59,0.89,1.83,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84,1,1,0,0,0,0,1
BaGaO3,Ba,Ga,4.216666667,2.25,18.39587932,5.572295806,2.55,1.63,0.442857143,1.053659115,241.923824,185.414775,187.760879,0.806930693,1.61,1.35,0.62,0.89,1.81,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723,1,0,0,0,0,0,0
BaGdO3,Ba,Gd,4.216666667,3.216666667,18.39587932,29.17586461,2.55,2.24,0.671428571,0.909568979,239.991351,185.414775,185.548416,0.957264957,1.61,1.35,0.94,0.89,1.2,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,193,593,7.895,91.0,4,1586.0,3546.0,120,237,157.25,0,0,0,1,0,0,0
BaGeO3,Ba,Ge,4.216666667,2.033333333,18.39587932,22.28476821,2.55,1.43,0.378571429,1.102793477,239.887104,185.414775,185.815959,0.740932642,1.61,1.35,0.53,0.89,2.01,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63,1,0,0,1,0,1,1
BAgO3,B,Ag,1.45,2.666666667,43.19352465,22.71762325,1.4,1.51,0.678571429,0.502497159,207.998911,149.8236,189.794791,0.642553191,0.27,0.27,0.95,2.04,1.93,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,1,0,0,0,0,0,0
BaHfO3,Ba,Hf,4.216666667,2.916666667,18.39587932,46.10007358,2.55,2.14,0.507142857,1.008716309,239.984871,185.414775,185.587836,1.014218009,1.61,1.35,0.71,0.89,1.3,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,175,658,13.31,0.00943,12,2506.0,4876.0,120,212,178.49,1,0,0,0,0,0,0
BaHgO3,Ba,Hg,4.216666667,2.516666667,18.39587932,4.310522443,2.55,1.44,0.792857143,0.847964706,239.889111,185.414775,185.813376,0.573705179,1.61,1.35,1.11,0.89,2.0,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59,0,0,0,1,0,0,0
BaHoO3,Ba,Ho,4.216666667,3.166666667,18.39587932,32.13760118,2.55,2.21,0.642857143,0.92538757,239.989596,185.414775,185.560431,0.960869565,1.61,1.35,0.9,0.89,1.23,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,190,581,8.795,29.0,7,1747.0,2973.0,120,216,164.93033,0,0,0,1,0,0,0
BaInO3,Ba,In,4.216666667,2.766666667,18.39587932,7.905629139,2.55,1.66,0.571428571,0.967450642,241.928711,185.414775,187.751996,0.754545455,1.61,1.35,0.8,0.89,1.78,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,166,558,7.31,29.0,13,429.75,2345.0,122,193,114.818,1,0,0,1,0,0,0
BaIrO3,Ba,Ir,4.216666667,2.266666667,18.39587932,50.01839588,2.55,1.24,0.45,1.048468676,239.845551,185.414775,185.861616,0.610837438,1.61,1.35,0.63,0.89,2.2,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,136,880,22.56,31.0,17,2719.0,4701.0,120,202,192.22,1,0,1,1,0,0,0
BaKO3,Ba,K,4.216666667,4.05,18.39587932,6.190765269,2.55,2.62,0.985714286,0.765608421,315.999559,185.414775,261.382204,0.942446043,1.61,1.35,1.38,0.89,0.82,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,243,419,0.862,140.0,1,336.53,1032.0,196,275,39.0983,1,0,0,0,0,0,0
BaLaO3,Ba,La,4.216666667,3.25,18.39587932,21.90949227,2.55,2.34,0.735714286,0.875881239,239.996031,185.414775,185.507196,0.962962963,1.61,1.35,1.03,0.89,1.1,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,195,538,6.145,17.0,5,1191.0,3737.0,120,240,138.9055,0,0,0,1,0,0,0
BaLiO3,Ba,Li,4.216666667,2.783333333,18.39587932,8.345290655,2.55,2.46,0.542857143,0.985366394,247.999271,185.414775,193.455356,1.138888889,1.61,1.35,0.76,0.89,0.98,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,1,0,0,0,0,0,0
BAlO3,B,Al,1.45,2.383333333,43.19352465,17.17139441,1.4,1.83,0.385714286,0.608695013,204.983359,149.8236,186.698599,0.943298969,0.27,0.27,0.54,2.04,1.61,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,1,0,0,0,0,0,0
BaLuO3,Ba,Lu,4.216666667,2.9,18.39587932,35.61442237,2.55,2.17,0.614285714,0.941766111,239.987004,185.414775,185.576199,0.960176991,1.61,1.35,0.86,0.89,1.27,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,0,0,0,1,0,0,0
BaMgO3,Ba,Mg,4.216666667,2.416666667,18.39587932,16.97939662,2.55,2.13,0.514285714,1.003958213,260.984124,185.414775,206.591679,1.004716981,1.61,1.35,0.72,0.89,1.31,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,145,738,1.738,190.0,2,923.0,1363.0,141,173,24.305,0,0,0,0,0,0,1
BaMnO3,Ba,Mn,4.216666667,2.116666667,18.39587932,27.94334069,2.55,1.89,0.378571429,1.102793477,222.960796,185.414775,168.678511,0.979274611,1.61,1.35,0.53,0.89,1.55,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804,1,1,0,1,0,0,1
BaMoO3,Ba,Mo,4.216666667,2.316666667,18.39587932,53.27446652,2.55,1.28,0.464285714,1.038239713,245.854839,185.414775,191.852544,0.624390244,1.61,1.35,0.65,0.89,2.16,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,139,684,10.22,94.0,6,2896.0,4912.0,126,209,95.95,1,0,0,0,0,0,0
BaNaO3,Ba,Na,4.216666667,3.166666667,18.39587932,6.823951435,2.55,2.51,0.728571429,0.879500583,285.999856,185.414775,231.432991,1.037190083,1.61,1.35,1.02,0.89,0.93,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,190,496,0.971,85.0,1,370.95,1156.0,166,227,22.9897693,1,0,0,0,0,0,0
BaNbO3,Ba,Nb,4.216666667,2.433333333,18.39587932,50.58866814,2.55,1.84,0.485714286,1.023265102,244.954631,185.414775,190.695296,0.884615385,1.61,1.35,0.68,0.89,1.6,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,146,652,8.57,31.0,5,2750.0,5017.0,125,207,92.90637,1,0,0,0,0,0,0
BaNdO3,Ba,Nd,4.216666667,3.333333333,18.39587932,23.80426784,2.55,2.3,0.7,0.894282106,239.994375,185.414775,185.5239,0.966386555,1.61,1.35,0.98,0.89,1.14,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,1,0,0,1,0,0,1
BaNiO3,Ba,Ni,4.216666667,2.066666667,18.39587932,31.78807947,2.55,1.53,0.342857143,1.132123091,217.906364,185.414775,163.789319,0.813829787,1.61,1.35,0.48,0.89,1.91,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,1,1,0,1,0,0,0
BaNpO3,Ba,Np,4.216666667,2.916666667,18.39587932,16.86902134,2.55,2.08,0.614285714,0.941766111,239.980119,185.414775,185.610624,0.920353982,1.61,1.35,0.86,0.89,1.36,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,175,604,20.45,17.0,9,917.0,4175.0,120,221,237.048172,1,0,0,1,0,0,0
BaOsO3,Ba,Os,4.216666667,2.283333333,18.39587932,60.81677704,2.55,1.24,0.407142857,1.080401732,239.845551,185.414775,185.861616,0.629441624,1.61,1.35,0.57,0.89,2.2,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,137,840,22.61,23.0,16,3306.0,5285.0,120,216,190.2,1,0,0,0,0,0,0
BaPaO3,Ba,Pa,4.216666667,3.0,18.39587932,33.94039735,2.55,1.94,0.65,0.921381563,239.966511,185.414775,185.661276,0.83982684,1.61,1.35,0.91,0.89,1.5,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,180,568,15.37,58.0,7,1845.0,4026.0,120,243,231.03588,1,0,0,1,0,0,0
BaPbO3,Ba,Pb,4.216666667,2.916666667,18.39587932,11.04874908,2.55,1.11,0.557142857,0.976326335,239.813376,185.414775,185.889111,0.509174312,1.61,1.35,0.78,0.89,2.33,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0,1,0,1,1,1,0,0
BaPdO3,Ba,Pd,4.216666667,2.283333333,18.39587932,33.6285872,2.55,1.24,0.442857143,1.053659115,244.845551,185.414775,190.861616,0.613861386,1.61,1.35,0.62,0.89,2.2,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,137,804,12.02,91.0,10,1828.05,3236.0,125,163,106.42,1,0,0,1,0,0,0
BaPmO3,Ba,Pm,4.216666667,3.35,18.39587932,24.19058131,2.55,2.31,0.692857143,0.898055448,239.994816,185.414775,185.519751,0.974683544,1.61,1.35,0.97,0.89,1.13,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,201,540,7.26,7.7,1,1315.0,3273.0,120,236,144.91276,0,0,0,1,0,0,0
BaPrO3,Ba,Pr,4.216666667,3.333333333,18.39587932,22.1486387,2.55,2.31,0.607142857,0.945951738,239.994816,185.414775,185.519751,1.026666667,1.61,1.35,0.85,0.89,1.13,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,200,527,6.773,31.0,7,1204.0,3793.0,120,239,140.90766,1,0,0,1,0,0,1
BaPtO3,Ba,Pt,4.216666667,2.316666667,18.39587932,37.55610743,2.55,1.16,0.478571429,1.028208411,239.826111,185.414775,185.878896,0.560386473,1.61,1.35,0.67,0.89,2.28,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,139,870,21.46,94.0,18,2041.55,4098.0,120,209,195.08,1,1,0,1,0,0,0
BaPuO3,Ba,Pu,4.216666667,2.916666667,18.39587932,16.79543782,2.55,2.16,0.592857143,0.95443561,239.986311,185.414775,185.580096,0.968609865,1.61,1.35,0.83,0.89,1.28,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,175,585,19.84,23.0,10,913.0,3501.0,120,243,244.0642,1,0,0,1,0,0,1
BaRbO3,Ba,Rb,4.216666667,5.05,18.39587932,5.747976453,2.55,2.62,1.085714286,0.728901168,236.999559,185.414775,182.382204,0.897260274,1.61,1.35,1.52,0.89,0.82,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,303,403,1.532,58.0,1,312.46,961.0,117,303,85.468,1,0,0,0,0,0,0
BaReO3,Ba,Re,4.216666667,2.283333333,18.39587932,63.63134658,2.55,1.54,0.45,1.048468676,239.908191,185.414775,185.786556,0.75862069,1.61,1.35,0.63,0.89,1.9,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,137,760,21.02,17.0,15,3459.0,5869.0,120,217,186.207,1,0,0,0,0,0,0
BaRhO3,Ba,Rh,4.216666667,2.25,18.39587932,41.15158205,2.55,1.16,0.428571429,1.064195706,244.826111,185.414775,190.878896,0.58,1.61,1.35,0.6,0.89,2.28,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,135,720,12.41,100.0,9,2237.0,3968.0,125,195,102.9055,1,1,0,1,0,0,0
BaRuO3,Ba,Ru,4.216666667,2.266666667,18.39587932,47.9580574,2.55,1.24,0.442857143,1.053659115,245.845551,185.414775,191.861616,0.613861386,1.61,1.35,0.62,0.89,2.2,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,136,710,12.37,79.0,8,2607.0,4423.0,126,207,101.1,1,1,0,0,0,0,1
BaSbO3,Ba,Sb,4.216666667,2.316666667,18.39587932,16.62582781,2.55,1.39,0.485714286,1.023265102,239.878896,185.414775,185.826111,0.668269231,1.61,1.35,0.68,0.89,2.05,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,139,834,6.685,50.0,15,903.78,1860.0,120,206,121.76,1,0,0,0,0,0,0
BaScO3,Ba,Sc,4.216666667,2.7,18.39587932,33.37012509,2.55,2.08,0.535714286,0.989949494,267.980119,185.414775,213.610624,0.96744186,1.61,1.35,0.75,0.89,1.36,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,162,633,2.989,16.0,3,1814.0,3109.0,148,211,44.95591,1,0,0,0,0,0,0
BaSiO3,Ba,Si,4.216666667,1.966666667,18.39587932,31.03384842,2.55,1.54,0.285714286,1.182439673,230.908191,185.414775,176.786556,0.855555556,1.61,1.35,0.4,0.89,1.9,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,118,787,2.3296,140.0,4,1687.0,3538.0,111,210,28.085,1,1,1,1,0,0,1
BaSmO3,Ba,Sm,4.216666667,3.333333333,18.39587932,24.77924945,2.55,2.27,0.685714286,0.901860768,239.992944,185.414775,185.536239,0.961864407,1.61,1.35,0.96,0.89,1.17,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,200,545,7.52,79.0,2,1347.0,2067.0,120,229,150.4,0,0,0,1,0,0,0
