Formula,A,B,ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,r_A6,r_B,EN_A,EN_B,R_A,IE_A,D_A,TC_A,VLC_A,MP_A,BP_A,CR_A,VR_A,AM_A,R_B,IE_B,D_B,TC_B,VLC_B,MP_B,BP_B,CR_B,VR_B,AM_B,Cubic,Hexagonal,Monoclinic,Orthorhombic,Tetragonal,Triclinic,Trigonal
NdCaO3,Nd,Ca,3.333333333,3.233333333,23.80426784,20.51140545,2.3,2.44,0.714285714,0.786656294,290.998236,185.5239,236.464176,1.016666667,1.27,0.98,1.0,1.14,1.0,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,194,590,1.54,200.0,2,1115.0,1757.0,171,231,40.08,1,0,0,0,0,0,0
NdCdO3,Nd,Cd,3.333333333,2.516666667,23.80426784,10.93119941,2.3,1.75,0.678571429,0.803393662,242.972775,185.5239,188.724375,0.744680851,1.27,0.98,0.95,1.14,1.69,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,151,868,8.69,120.0,12,594.22,1040.0,123,158,112.41,1,0,0,0,0,0,0
NdCeO3,Nd,Ce,3.333333333,3.3,23.80426784,19.70198675,2.3,2.32,0.621428571,0.856627158,239.999964,185.5239,185.515584,1.022026432,1.35,0.98,0.87,1.14,1.12,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,1,0,0,0,0,0,0
NdCoO3,Nd,Co,3.333333333,2.083333333,23.80426784,32.52391464,2.3,1.56,0.435714286,0.939291097,215.950716,185.5239,161.780976,0.776119403,1.27,0.98,0.61,1.14,1.88,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,125,760,8.86,100.0,9,1768.0,3200.0,96,192,58.93319,1,0,0,1,0,0,0
NdCrO3,Nd,Cr,3.333333333,2.133333333,23.80426784,40.10301692,2.3,1.78,0.442857143,0.934641141,233.975664,185.5239,179.714844,0.881188119,1.27,0.98,0.62,1.14,1.66,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996,1,0,0,1,0,0,0
NdCuO3,Nd,Cu,3.333333333,2.25,23.80426784,24.97737307,2.3,1.54,0.385714286,0.973183044,225.948016,185.5239,171.786556,0.793814433,1.27,0.98,0.54,1.14,1.9,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55,0,0,0,1,0,0,0
NdDyO3,Nd,Dy,3.333333333,3.133333333,23.80426784,30.99705666,2.3,2.22,0.65,0.817305241,239.999424,185.5239,185.556444,0.961038961,1.27,0.98,0.91,1.14,1.22,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,188,573,8.55,120.0,6,1685.0,2840.0,120,229,162.5,1,0,0,0,0,0,0
NdErO3,Nd,Er,3.333333333,3.15,23.80426784,33.14937454,2.3,2.2,0.635714286,0.824443278,239.9991,185.5239,185.5644,0.96069869,1.27,0.98,0.89,1.14,1.24,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,189,589,9.066,60.0,8,1802.0,3141.0,120,235,167.26,1,0,0,0,0,0,0
NdEuO3,Nd,Eu,3.333333333,3.3,23.80426784,20.14348786,2.3,2.24,0.678571429,0.803393662,239.999676,185.5239,185.548416,0.953191489,1.27,0.98,0.95,1.14,1.2,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,198,547,5.243,100.0,3,1095.0,1802.0,120,233,151.964,1,0,0,0,0,0,0
NdFeO3,Nd,Fe,3.333333333,2.1,23.80426784,33.31493745,2.3,1.61,0.464285714,0.920963466,218.957151,185.5239,164.766711,0.785365854,1.27,0.98,0.65,1.14,1.83,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,126,762,7.874,79.0,8,1811.0,3134.0,99,194,55.84,0,0,0,1,0,0,0
NdGaO3,Nd,Ga,3.333333333,2.25,23.80426784,5.572295806,2.3,1.63,0.442857143,0.934641141,241.959599,185.5239,187.760879,0.806930693,1.27,0.98,0.62,1.14,1.81,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,135,579,5.907,29.0,3,302.91,2477.0,122,187,69.723,1,0,0,1,0,0,0
NdGdO3,Nd,Gd,3.333333333,3.216666667,23.80426784,29.17586461,2.3,2.24,0.671428571,0.806826968,239.999676,185.5239,185.548416,0.957264957,1.27,0.98,0.94,1.14,1.2,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,193,593,7.895,91.0,4,1586.0,3546.0,120,237,157.25,1,0,0,0,0,0,0
NdGeO3,Nd,Ge,3.333333333,2.033333333,23.80426784,22.28476821,2.3,1.43,0.378571429,1.007535569,239.931879,185.5239,185.815959,0.740932642,1.35,0.98,0.53,1.14,2.01,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,122,762,5.323,60.0,4,1211.4,3106.0,120,211,72.63,1,0,0,1,0,0,0
NdHfO3,Nd,Hf,3.333333333,2.916666667,23.80426784,46.10007358,2.3,2.14,0.507142857,0.921584667,239.997696,185.5239,185.587836,1.014218009,1.35,0.98,0.71,1.14,1.3,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,175,658,13.31,0.00943,12,2506.0,4876.0,120,212,178.49,0,0,0,1,0,0,0
NdHgO3,Nd,Hg,3.333333333,2.516666667,23.80426784,4.310522443,2.3,1.44,0.792857143,0.752181317,239.933436,185.5239,185.813376,0.573705179,1.27,0.98,1.11,1.14,2.0,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,151,1007,13.5336,79.0,4,234.32,629.88,120,209,200.59,1,0,0,0,0,0,0
NdHoO3,Nd,Ho,3.333333333,3.166666667,23.80426784,32.13760118,2.3,2.21,0.642857143,0.820858742,239.999271,185.5239,185.560431,0.960869565,1.27,0.98,0.9,1.14,1.23,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,190,581,8.795,29.0,7,1747.0,2973.0,120,216,164.93033,1,0,0,0,0,0,0
NdInO3,Nd,In,3.333333333,2.766666667,23.80426784,7.905629139,2.3,1.66,0.571428571,0.858170503,241.963136,185.5239,187.751996,0.754545455,1.27,0.98,0.8,1.14,1.78,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,166,558,7.31,29.0,13,429.75,2345.0,122,193,114.818,1,0,0,1,0,0,0
NdIrO3,Nd,Ir,3.333333333,2.266666667,23.80426784,50.01839588,2.3,1.24,0.45,0.957903275,239.898876,185.5239,185.861616,0.610837438,1.35,0.98,0.63,1.14,2.2,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,136,880,22.56,31.0,17,2719.0,4701.0,120,202,192.22,0,0,0,1,0,0,0
NdKO3,Nd,K,3.333333333,4.05,23.80426784,6.190765269,2.3,2.62,0.985714286,0.679127736,315.990784,185.5239,261.382204,0.942446043,1.27,0.98,1.38,1.14,0.82,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,243,419,0.862,140.0,1,336.53,1032.0,196,275,39.0983,0,0,0,1,0,0,0
NdLaO3,Nd,La,3.333333333,3.25,23.80426784,21.90949227,2.3,2.34,0.735714286,0.776944488,239.999856,185.5239,185.507196,0.962962963,1.27,0.98,1.03,1.14,1.1,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,195,538,6.145,17.0,5,1191.0,3737.0,120,240,138.9055,1,0,0,0,0,0,0
NdLiO3,Nd,Li,3.333333333,2.783333333,23.80426784,8.345290655,2.3,2.46,0.542857143,0.874062549,247.997696,185.5239,193.455356,1.138888889,1.27,0.98,0.76,1.14,0.98,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,167,520,0.534,84.8,1,453.65,1615.0,128,182,7.0,0,0,0,1,0,0,0
NdLuO3,Nd,Lu,3.333333333,2.9,23.80426784,35.61442237,2.3,2.17,0.614285714,0.835387215,239.998479,185.5239,185.576199,0.960176991,1.27,0.98,0.86,1.14,1.27,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,174,523,9.84,0.12,11,1936.0,3675.0,120,221,174.9667,0,0,0,1,0,0,0
NdMgO3,Nd,Mg,3.333333333,2.416666667,23.80426784,16.97939662,2.3,2.13,0.514285714,0.890554295,260.997399,185.5239,206.591679,1.004716981,1.27,0.98,0.72,1.14,1.31,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,145,738,1.738,190.0,2,923.0,1363.0,141,173,24.305,1,0,0,1,0,0,0
NdMnO3,Nd,Mn,3.333333333,2.116666667,23.80426784,27.94334069,2.3,1.89,0.464285714,0.920963466,222.984871,185.5239,168.678511,0.92195122,1.27,0.98,0.65,1.14,1.55,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,127,717,7.44,7.7,7,1519.0,2334.0,103,197,54.93804,0,0,1,1,0,0,0
NdMoO3,Nd,Mo,3.333333333,2.316666667,23.80426784,53.27446652,2.3,1.28,0.464285714,0.948557877,245.906364,185.5239,191.852544,0.624390244,1.35,0.98,0.65,1.14,2.16,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,139,684,10.22,94.0,6,2896.0,4912.0,126,209,95.95,0,0,0,1,0,0,0
NdNaO3,Nd,Na,3.333333333,3.166666667,23.80426784,6.823951435,2.3,2.51,0.728571429,0.780155002,285.996031,185.5239,231.432991,1.037190083,1.27,0.98,1.02,1.14,0.93,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,190,496,0.971,85.0,1,370.95,1156.0,166,227,22.9897693,1,0,0,0,0,0,0
NdNbO3,Nd,Nb,3.333333333,2.433333333,23.80426784,50.58866814,2.3,1.84,0.485714286,0.934876754,244.980956,185.5239,190.695296,0.884615385,1.35,0.98,0.68,1.14,1.6,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,146,652,8.57,31.0,5,2750.0,5017.0,125,207,92.90637,0,0,0,1,0,0,0
NdNiO3,Nd,Ni,3.333333333,2.066666667,23.80426784,31.78807947,2.3,1.53,0.428571429,0.943987553,217.946639,185.5239,163.789319,0.765,1.27,0.98,0.6,1.14,1.91,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,0,0,0,1,0,0,0
NdNpO3,Nd,Np,3.333333333,2.916666667,23.80426784,16.86902134,2.3,2.08,0.614285714,0.835387215,239.995644,185.5239,185.610624,0.920353982,1.27,0.98,0.86,1.14,1.36,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,175,604,20.45,17.0,9,917.0,4175.0,120,221,237.048172,1,0,0,0,0,0,0
NdOsO3,Nd,Os,3.333333333,2.283333333,23.80426784,60.81677704,2.3,1.24,0.407142857,0.958362998,239.898876,185.5239,185.861616,0.629441624,1.27,0.98,0.57,1.14,2.2,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,137,840,22.61,23.0,16,3306.0,5285.0,120,216,190.2,1,0,0,0,0,0,0
NdPaO3,Nd,Pa,3.333333333,3.0,23.80426784,33.94039735,2.3,1.94,0.65,0.817305241,239.988336,185.5239,185.661276,0.83982684,1.27,0.98,0.91,1.14,1.5,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,180,568,15.37,58.0,7,1845.0,4026.0,120,243,231.03588,1,0,0,0,0,0,0
NdPbO3,Nd,Pb,3.333333333,2.916666667,23.80426784,11.04874908,2.3,1.11,0.557142857,0.891992499,239.872551,185.5239,185.889111,0.509174312,1.35,0.98,0.78,1.14,2.33,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,175,716,11.342,91.0,6,600.61,2022.0,120,202,207.0,1,0,0,0,0,0,0
NdPdO3,Nd,Pd,3.333333333,2.283333333,23.80426784,33.6285872,2.3,1.24,0.442857143,0.96264537,244.898876,185.5239,190.861616,0.613861386,1.35,0.98,0.62,1.14,2.2,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,137,804,12.02,91.0,10,1828.05,3236.0,125,163,106.42,0,0,0,1,0,0,0
NdPmO3,Nd,Pm,3.333333333,3.35,23.80426784,24.19058131,2.3,2.31,0.692857143,0.796613969,239.999991,185.5239,185.519751,0.974683544,1.27,0.98,0.97,1.14,1.13,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,201,540,7.26,7.7,1,1315.0,3273.0,120,236,144.91276,1,0,0,0,0,0,0
NdPrO3,Nd,Pr,3.333333333,3.333333333,23.80426784,22.1486387,2.3,2.31,0.607142857,0.864241621,239.999991,185.5239,185.519751,1.026666667,1.35,0.98,0.85,1.14,1.13,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,200,527,6.773,31.0,7,1204.0,3793.0,120,239,140.90766,1,0,0,0,0,0,0
NdPtO3,Nd,Pt,3.333333333,2.316666667,23.80426784,37.55610743,2.3,1.16,0.478571429,0.912065268,239.883036,185.5239,185.878896,0.560386473,1.27,0.98,0.67,1.14,2.28,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,139,870,21.46,94.0,18,2041.55,4098.0,120,209,195.08,1,0,0,0,0,0,0
NdPuO3,Nd,Pu,3.333333333,2.916666667,23.80426784,16.79543782,2.3,2.16,0.592857143,0.846625608,239.998236,185.5239,185.580096,0.968609865,1.27,0.98,0.83,1.14,1.28,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,175,585,19.84,23.0,10,913.0,3501.0,120,243,244.0642,1,0,0,0,0,0,0
NdRbO3,Nd,Rb,3.333333333,5.05,23.80426784,5.747976453,2.3,2.62,1.085714286,0.646566817,236.990784,185.5239,182.382204,0.897260274,1.27,0.98,1.52,1.14,0.82,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,303,403,1.532,58.0,1,312.46,961.0,117,303,85.468,1,0,0,0,0,0,0
NdReO3,Nd,Re,3.333333333,2.283333333,23.80426784,63.63134658,2.3,1.54,0.45,0.930036998,239.948016,185.5239,185.786556,0.75862069,1.27,0.98,0.63,1.14,1.9,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,137,760,21.02,17.0,15,3459.0,5869.0,120,217,186.207,1,0,0,0,0,0,0
NdRhO3,Nd,Rh,3.333333333,2.25,23.80426784,41.15158205,2.3,1.16,0.428571429,0.972271824,244.883036,185.5239,190.878896,0.58,1.35,0.98,0.6,1.14,2.28,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,135,720,12.41,100.0,9,2237.0,3968.0,125,195,102.9055,0,0,0,1,0,0,0
NdRuO3,Nd,Ru,3.333333333,2.266666667,23.80426784,47.9580574,2.3,1.24,0.442857143,0.96264537,245.898876,185.5239,191.861616,0.613861386,1.35,0.98,0.62,1.14,2.2,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,136,710,12.37,79.0,8,2607.0,4423.0,126,207,101.1,0,0,0,1,0,0,0
NdSbO3,Nd,Sb,3.333333333,2.316666667,23.80426784,16.62582781,2.3,1.39,0.542857143,0.874062549,239.925471,185.5239,185.826111,0.643518519,1.27,0.98,0.76,1.14,2.05,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,139,834,6.685,50.0,15,903.78,1860.0,120,206,121.76,1,0,0,0,0,0,0
NdScO3,Nd,Sc,3.333333333,2.7,23.80426784,33.37012509,2.3,2.08,0.535714286,0.878127956,267.995644,185.5239,213.610624,0.96744186,1.27,0.98,0.75,1.14,1.36,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,162,633,2.989,16.0,3,1814.0,3109.0,148,211,44.95591,0,0,0,1,0,0,0
NdSiO3,Nd,Si,3.333333333,1.966666667,23.80426784,31.03384842,2.3,1.54,0.285714286,1.048875059,230.948016,185.5239,176.786556,0.855555556,1.27,0.98,0.4,1.14,1.9,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,118,787,2.3296,140.0,4,1687.0,3538.0,111,210,28.085,1,0,0,0,0,0,0
NdSmO3,Nd,Sm,3.333333333,3.333333333,23.80426784,24.77924945,2.3,2.27,0.685714286,0.799989452,239.999919,185.5239,185.536239,0.961864407,1.27,0.98,0.96,1.14,1.17,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,200,545,7.52,79.0,2,1347.0,2067.0,120,229,150.4,1,0,0,0,0,0,0
NdSnO3,Nd,Sn,3.333333333,2.35,23.80426784,9.291390728,2.3,1.48,0.492857143,0.930403659,240.939484,185.5239,186.802864,0.708133971,1.35,0.98,0.69,1.14,1.96,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,141,709,7.287,60.0,14,505.08,2875.0,121,217,118.71,1,0,0,0,0,0,0
NdSrO3,Nd,Sr,3.333333333,4.15,23.80426784,19.31567329,2.3,2.49,0.842857143,0.731773297,240.996751,185.5239,186.441991,0.965116279,1.27,0.98,1.18,1.14,0.95,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,249,550,2.64,35.0,2,1050.0,1655.0,121,249,87.62,1,0,0,0,0,0,0
NdTaO3,Nd,Ta,3.333333333,2.433333333,23.80426784,60.52244297,2.3,1.94,0.485714286,0.934876754,239.988336,185.5239,185.661276,0.932692308,1.35,0.98,0.68,1.14,1.5,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,146,761,16.654,58.0,13,3290.0,5731.0,120,217,180.9479,1,0,0,1,0,0,0
NdTbO3,Nd,Tb,3.333333333,3.2,23.80426784,29.96688742,2.3,2.24,0.542857143,0.900251689,239.999676,185.5239,185.548416,1.037037037,1.35,0.98,0.76,1.14,1.2,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,192,566,8.229,400.0,5,1629.0,3503.0,120,221,158.92535,1,0,0,0,0,0,0
NdTcO3,Nd,Tc,3.333333333,2.283333333,23.80426784,44.70198675,2.3,1.54,0.428571429,0.943987553,245.948016,185.5239,191.786556,0.77,1.27,0.98,0.6,1.14,1.9,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,137,702,11.5,7.7,7,2430.0,4538.0,126,209,96.90636,0,0,0,1,0,0,0
NdTeO3,Nd,Te,3.333333333,2.216666667,23.80426784,13.29396615,2.3,1.34,0.692857143,0.820482552,239.917056,185.5239,185.838396,0.565400844,1.35,0.98,0.97,1.14,2.1,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,133,869,6.232,0.52,16,722.66,1261.0,120,206,127.6,1,0,0,0,0,0,0
NdThO3,Nd,Th,3.333333333,3.0,23.80426784,37.21486387,2.3,2.14,0.671428571,0.831001559,239.997696,185.5239,185.587836,0.914529915,1.35,0.98,0.94,1.14,1.3,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,180,587,11.72,0.00943,6,2023.0,5061.0,120,237,232.038,1,0,0,0,0,0,0
NdTiO3,Nd,Ti,3.333333333,2.333333333,23.80426784,35.70640177,2.3,1.9,0.435714286,0.967434651,255.9856,185.5239,201.6751,0.945273632,1.35,0.98,0.61,1.14,1.54,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,140,659,4.54,22.0,4,1941.0,3560.0,136,187,47.867,0,0,0,1,0,0,0
NdTlO3,Nd,Tl,3.333333333,2.833333333,23.80426784,10.61442237,2.3,1.82,0.635714286,0.824443278,239.979264,185.5239,185.701884,0.794759825,1.27,0.98,0.89,1.14,1.62,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,170,589,11.85,100.0,5,577.0,1746.0,120,196,204.383,0,0,0,1,0,0,0
NdTmO3,Nd,Tm,3.333333333,3.133333333,23.80426784,33.44370861,2.3,2.19,0.628571429,0.828059257,239.998911,185.5239,185.568351,0.960526316,1.27,0.98,0.88,1.14,1.25,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,188,597,9.321,50.0,9,1818.0,2223.0,120,227,168.93422,1,0,0,0,0,0,0
NdUO3,Nd,U,3.333333333,2.916666667,23.80426784,25.90139809,2.3,2.06,0.635714286,0.849145698,239.994816,185.5239,185.618076,0.899563319,1.35,0.98,0.89,1.14,1.38,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,175,597,18.95,35.0,8,1408.0,4404.0,120,240,238.0289,1,0,0,0,0,0,0
NdVO3,Nd,V,3.333333333,2.233333333,23.80426784,40.15820456,2.3,1.81,0.457142857,0.925477993,244.978391,185.5239,190.705151,0.887254902,1.27,0.98,0.64,1.14,1.63,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,134,651,6.11,31.0,5,2183.0,3680.0,125,179,50.9415,1,0,0,1,0,0,0
NdWO3,Nd,W,3.333333333,2.316666667,23.80426784,67.9727741,2.3,1.08,0.471428571,0.943953227,239.866044,185.5239,185.895024,0.524271845,1.35,0.98,0.66,1.14,2.36,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,139,770,19.25,35.0,14,3695.0,5828.0,120,210,183.84,1,0,0,0,0,0,0
NdYbO3,Nd,Yb,3.333333333,3.083333333,23.80426784,20.08830022,2.3,2.34,0.621428571,0.831707095,239.999856,185.5239,185.507196,1.030837004,1.27,0.98,0.87,1.14,1.1,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,185,603,6.965,0.52,10,1092.0,1469.0,120,242,173.05,1,0,0,0,0,0,0
NdYO3,Nd,Y,3.333333333,3.733333333,23.80426784,33.02060338,2.3,2.22,0.642857143,0.820858742,242.999424,185.5239,188.556444,0.965217391,1.27,0.98,0.9,1.14,1.22,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,224,600,4.469,17.0,3,1795.0,3618.0,123,219,88.90584,1,0,0,0,0,0,0
NdZnO3,Nd,Zn,3.333333333,2.316666667,23.80426784,12.74245769,2.3,1.79,0.528571429,0.882231358,241.976591,185.5239,187.711631,0.836448598,1.27,0.98,0.74,1.14,1.65,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,139,906,7.134,120.0,12,692.68,1180.0,122,139,65.4,0,0,0,1,0,0,0
NdZrO3,Nd,Zr,3.333333333,3.516666667,23.80426784,39.1464312,2.3,2.11,0.514285714,0.91723757,244.996751,185.5239,190.599311,0.995283019,1.35,0.98,0.72,1.14,1.33,200,533,7.007,94.0,8,1294.0,3347.0,120,229,144.24,211,640,6.506,23.0,4,2128.0,4682.0,125,186,91.22,0,0,1,1,1,0,0
NiAcO3,Ni,Ac,2.066666667,3.25,31.78807947,24.35614422,1.53,2.34,0.8,0.558389879,217.940951,163.789319,185.507196,0.928571429,0.59,0.59,1.12,1.91,1.1,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,195,499,10.07,0.12,5,1324.0,3471.0,120,260,227.02775,0,0,0,0,0,0,1
NiAgO3,Ni,Ag,2.066666667,2.666666667,31.78807947,22.71762325,1.53,1.51,0.678571429,0.59878404,221.999964,163.789319,189.794791,0.642553191,0.59,0.59,0.95,1.91,1.93,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,160,731,10.501,400.0,11,1234.93,2435.0,124,172,107.868,0,0,0,1,0,0,0
NiAlO3,Ni,Al,2.066666667,2.383333333,31.78807947,17.17139441,1.53,1.83,0.385714286,0.725331183,218.9919,163.789319,186.698599,0.943298969,0.59,0.59,0.54,1.91,1.61,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,143,578,2.698,27.0,3,933.437,2792.0,121,184,26.981538,1,0,0,0,0,0,0
NiAsO3,Ni,As,2.066666667,1.983333333,31.78807947,20.05150846,1.53,1.26,0.328571429,0.794544716,216.993439,163.789319,184.857116,0.677419355,0.69,0.59,0.46,1.91,2.18,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,119,947,5.776,50.0,5,1090.0,887.0,119,185,74.92159,1,0,0,0,0,0,0
NiAuO3,Ni,Au,2.066666667,2.4,31.78807947,24.6013613,1.53,0.9,0.664285714,0.603923817,217.964279,163.789319,185.9271,0.386266094,0.59,0.59,0.93,1.91,2.54,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,144,890,19.282,7.7,3,1337.33,3129.0,120,166,196.96657,1,0,0,0,0,0,0
NiBaO3,Ni,Ba,2.066666667,4.216666667,31.78807947,18.39587932,1.53,2.55,0.964285714,0.51168818,217.906364,163.789319,185.414775,0.927272727,0.59,0.59,1.35,1.91,0.89,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,253,503,3.594,35.0,4,1000.0,2170.0,120,268,137.33,0,0,0,1,0,0,0
NiBiO3,Ni,Bi,2.066666667,2.633333333,31.78807947,10.01747609,1.53,1.42,0.642857143,0.611801085,217.998911,163.789319,185.818524,0.617391304,0.59,0.59,0.9,1.91,2.02,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,158,703,9.807,400.0,7,544.55,1837.0,120,207,208.9804,0,0,1,1,0,1,1
NiBO3,Ni,B,2.066666667,1.45,31.78807947,43.19352465,1.53,1.4,0.192857143,0.846834468,181.998479,163.789319,149.8236,0.838323353,0.6,0.59,0.27,1.91,2.04,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,87,801,2.34,27.4,3,2348.0,4273.0,84,192,10.81,1,0,0,0,0,0,0
NiCaO3,Ni,Ca,2.066666667,3.233333333,31.78807947,20.51140545,1.53,2.44,0.714285714,0.586309373,268.925471,163.789319,236.464176,1.016666667,0.59,0.59,1.0,1.91,1.0,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,194,590,1.54,200.0,2,1115.0,1757.0,171,231,40.08,0,0,0,0,0,0,1
NiCdO3,Ni,Cd,2.066666667,2.516666667,31.78807947,10.93119941,1.53,1.75,0.678571429,0.59878404,220.995644,163.789319,188.724375,0.744680851,0.59,0.59,0.95,1.91,1.69,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,151,868,8.69,120.0,12,594.22,1040.0,123,158,112.41,0,0,0,1,0,0,0
NiCeO3,Ni,Ce,2.066666667,3.3,31.78807947,19.70198675,1.53,2.32,0.671428571,0.601342946,217.943831,163.789319,185.515584,0.991452991,0.59,0.59,0.94,1.91,1.12,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,198,534,6.77,23.0,6,1071.0,3697.0,120,235,140.116,0,0,0,1,0,0,0
NiCrO3,Ni,Cr,2.066666667,2.133333333,31.78807947,40.10301692,1.53,1.78,0.392857143,0.757873422,211.994375,163.789319,179.714844,0.912820513,0.69,0.59,0.55,1.91,1.66,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,128,653,7.15,94.0,6,2180.0,2944.0,114,189,51.996,1,0,0,0,0,0,0
NiCuO3,Ni,Cu,2.066666667,2.25,31.78807947,24.97737307,1.53,1.54,0.485714286,0.676510815,203.999991,163.789319,171.786556,0.740384615,0.59,0.59,0.68,1.91,1.9,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,135,745,8.96,400.0,11,1357.77,2835.0,106,140,63.55,1,0,0,0,0,0,0
NiDyO3,Ni,Dy,2.066666667,3.133333333,31.78807947,30.99705666,1.53,2.22,0.707142857,0.58876255,217.957151,163.789319,185.556444,0.928870293,0.59,0.59,0.99,1.91,1.22,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,188,573,8.55,120.0,6,1685.0,2840.0,120,229,162.5,0,0,0,1,0,0,0
NiErO3,Ni,Er,2.066666667,3.15,31.78807947,33.14937454,1.53,2.2,0.635714286,0.614472705,217.959599,163.789319,185.5644,0.96069869,0.59,0.59,0.89,1.91,1.24,124,737,8.912,91.0,10,1728.0,3186.0,98,163,58.693,189,589,9.066,60.0,8,1802.0,3141.0,120,235,167.26,0,0,0,1,0,0,0
