ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,IE_A,D_A,TC_A,VLC_A,BP_A,VR_A,AM_A,IE_B,D_B,TC_B,VLC_B,BP_B,VR_B,AM_B,crystal_system
4.216666667,3.25,18.39587932,24.35614422,2.55,2.34,0.8,0.844599766,239.996031,185.414775,185.507196,0.928571429,1.61,503,3.594,35.0,4,2170.0,268,137.33,499,10.07,0.12,5,3471.0,260,227.02775,Orthorhombic
4.216666667,2.666666667,18.39587932,22.71762325,2.55,1.51,0.678571429,0.905698473,243.902656,185.414775,189.794791,0.642553191,1.61,503,3.594,35.0,4,2170.0,268,137.33,731,10.501,400.0,11,2435.0,172,107.868,Trigonal
4.216666667,2.383333333,18.39587932,17.17139441,2.55,1.83,0.385714286,1.097108975,240.953344,185.414775,186.698599,0.943298969,1.61,503,3.594,35.0,4,2170.0,268,137.33,578,2.698,27.0,3,2792.0,184,26.981538,Cubic
4.216666667,1.983333333,18.39587932,20.05150846,2.55,1.26,0.371428571,1.108537193,238.850231,185.414775,184.857116,0.65625,1.61,503,3.594,35.0,4,2170.0,268,137.33,947,5.776,50.0,5,887.0,185,74.92159,Cubic
4.216666667,1.866666667,18.39587932,28.69757174,2.55,1.87,0.321428571,1.150481844,215.958384,185.414775,161.685279,1.010810811,1.61,503,3.594,35.0,4,2170.0,268,137.33,900,1.85,200.0,2,2744.0,153,9.012183,Cubic
4.216666667,1.45,18.39587932,43.19352465,2.55,1.4,0.192857143,1.274485875,203.880975,185.414775,149.8236,0.838323353,1.61,503,3.594,35.0,4,2170.0,268,137.33,801,2.34,27.4,3,4273.0,192,10.81,Cubic
1.45,3.25,43.19352465,24.35614422,1.4,2.34,0.8,0.468598542,203.920476,149.8236,185.507196,0.928571429,0.27,801,2.34,27.4,3,4273.0,192,10.81,499,10.07,0.12,5,3471.0,260,227.02775,Cubic
4.216666667,4.966666667,18.39587932,5.548013245,2.55,2.65,1.192857143,0.693287105,239.9991,185.414775,185.367975,0.863192182,1.61,503,3.594,35.0,4,2170.0,268,137.33,376,1.873,58.0,3,944.0,343,132.905452,Cubic
4.216666667,2.25,18.39587932,5.572295806,2.55,1.63,0.442857143,1.053659115,241.923824,185.414775,187.760879,0.806930693,1.61,503,3.594,35.0,4,2170.0,268,137.33,579,5.907,29.0,3,2477.0,187,69.723,Cubic
4.216666667,3.216666667,18.39587932,29.17586461,2.55,2.24,0.671428571,0.909568979,239.991351,185.414775,185.548416,0.957264957,1.61,503,3.594,35.0,4,2170.0,268,137.33,593,7.895,91.0,4,3546.0,237,157.25,Orthorhombic
1.45,2.666666667,43.19352465,22.71762325,1.4,1.51,0.678571429,0.502497159,207.998911,149.8236,189.794791,0.642553191,0.27,801,2.34,27.4,3,4273.0,192,10.81,731,10.501,400.0,11,2435.0,172,107.868,Cubic
4.216666667,2.916666667,18.39587932,46.10007358,2.55,2.14,0.507142857,1.008716309,239.984871,185.414775,185.587836,1.014218009,1.61,503,3.594,35.0,4,2170.0,268,137.33,658,13.31,0.00943,12,4876.0,212,178.49,Cubic
4.216666667,2.516666667,18.39587932,4.310522443,2.55,1.44,0.792857143,0.847964706,239.889111,185.414775,185.813376,0.573705179,1.61,503,3.594,35.0,4,2170.0,268,137.33,1007,13.5336,79.0,4,629.88,209,200.59,Orthorhombic
4.216666667,3.166666667,18.39587932,32.13760118,2.55,2.21,0.642857143,0.92538757,239.989596,185.414775,185.560431,0.960869565,1.61,503,3.594,35.0,4,2170.0,268,137.33,581,8.795,29.0,7,2973.0,216,164.93033,Orthorhombic
4.216666667,4.05,18.39587932,6.190765269,2.55,2.62,0.985714286,0.765608421,315.999559,185.414775,261.382204,0.942446043,1.61,503,3.594,35.0,4,2170.0,268,137.33,419,0.862,140.0,1,1032.0,275,39.0983,Cubic
4.216666667,3.25,18.39587932,21.90949227,2.55,2.34,0.735714286,0.875881239,239.996031,185.414775,185.507196,0.962962963,1.61,503,3.594,35.0,4,2170.0,268,137.33,538,6.145,17.0,5,3737.0,240,138.9055,Orthorhombic
4.216666667,2.783333333,18.39587932,8.345290655,2.55,2.46,0.542857143,0.985366394,247.999271,185.414775,193.455356,1.138888889,1.61,503,3.594,35.0,4,2170.0,268,137.33,520,0.534,84.8,1,1615.0,182,7.0,Cubic
1.45,2.383333333,43.19352465,17.17139441,1.4,1.83,0.385714286,0.608695013,204.983359,149.8236,186.698599,0.943298969,0.27,801,2.34,27.4,3,4273.0,192,10.81,578,2.698,27.0,3,2792.0,184,26.981538,Cubic
4.216666667,2.9,18.39587932,35.61442237,2.55,2.17,0.614285714,0.941766111,239.987004,185.414775,185.576199,0.960176991,1.61,503,3.594,35.0,4,2170.0,268,137.33,523,9.84,0.12,11,3675.0,221,174.9667,Orthorhombic
4.216666667,2.416666667,18.39587932,16.97939662,2.55,2.13,0.514285714,1.003958213,260.984124,185.414775,206.591679,1.004716981,1.61,503,3.594,35.0,4,2170.0,268,137.33,738,1.738,190.0,2,1363.0,173,24.305,Trigonal
4.216666667,2.316666667,18.39587932,53.27446652,2.55,1.28,0.464285714,1.038239713,245.854839,185.414775,191.852544,0.624390244,1.61,503,3.594,35.0,4,2170.0,268,137.33,684,10.22,94.0,6,4912.0,209,95.95,Cubic
4.216666667,3.166666667,18.39587932,6.823951435,2.55,2.51,0.728571429,0.879500583,285.999856,185.414775,231.432991,1.037190083,1.61,503,3.594,35.0,4,2170.0,268,137.33,496,0.971,85.0,1,1156.0,227,22.9897693,Cubic
4.216666667,2.433333333,18.39587932,50.58866814,2.55,1.84,0.485714286,1.023265102,244.954631,185.414775,190.695296,0.884615385,1.61,503,3.594,35.0,4,2170.0,268,137.33,652,8.57,31.0,5,5017.0,207,92.90637,Cubic
4.216666667,2.283333333,18.39587932,60.81677704,2.55,1.24,0.407142857,1.080401732,239.845551,185.414775,185.861616,0.629441624,1.61,503,3.594,35.0,4,2170.0,268,137.33,840,22.61,23.0,16,5285.0,216,190.2,Cubic
4.216666667,3.35,18.39587932,24.19058131,2.55,2.31,0.692857143,0.898055448,239.994816,185.414775,185.519751,0.974683544,1.61,503,3.594,35.0,4,2170.0,268,137.33,540,7.26,7.7,1,3273.0,236,144.91276,Orthorhombic
4.216666667,5.05,18.39587932,5.747976453,2.55,2.62,1.085714286,0.728901168,236.999559,185.414775,182.382204,0.897260274,1.61,503,3.594,35.0,4,2170.0,268,137.33,403,1.532,58.0,1,961.0,303,85.468,Cubic
4.216666667,2.283333333,18.39587932,63.63134658,2.55,1.54,0.45,1.048468676,239.908191,185.414775,185.786556,0.75862069,1.61,503,3.594,35.0,4,2170.0,268,137.33,760,21.02,17.0,15,5869.0,217,186.207,Cubic
4.216666667,2.316666667,18.39587932,16.62582781,2.55,1.39,0.485714286,1.023265102,239.878896,185.414775,185.826111,0.668269231,1.61,503,3.594,35.0,4,2170.0,268,137.33,834,6.685,50.0,15,1860.0,206,121.76,Cubic
4.216666667,2.7,18.39587932,33.37012509,2.55,2.08,0.535714286,0.989949494,267.980119,185.414775,213.610624,0.96744186,1.61,503,3.594,35.0,4,2170.0,268,137.33,633,2.989,16.0,3,3109.0,211,44.95591,Cubic
4.216666667,3.333333333,18.39587932,24.77924945,2.55,2.27,0.685714286,0.901860768,239.992944,185.414775,185.536239,0.961864407,1.61,503,3.594,35.0,4,2170.0,268,137.33,545,7.52,79.0,2,2067.0,229,150.4,Orthorhombic
1.45,1.983333333,43.19352465,20.05150846,1.4,1.26,0.328571429,0.634875443,202.998236,149.8236,184.857116,0.677419355,0.27,801,2.34,27.4,3,4273.0,192,10.81,947,5.776,50.0,5,887.0,185,74.92159,Cubic
4.216666667,4.15,18.39587932,19.31567329,2.55,2.49,0.842857143,0.824957911,240.999676,185.414775,186.441991,0.965116279,1.61,503,3.594,35.0,4,2170.0,268,137.33,550,2.64,35.0,2,1655.0,249,87.62,Cubic
4.216666667,2.433333333,18.39587932,60.52244297,2.55,1.94,0.485714286,1.023265102,239.966511,185.414775,185.661276,0.932692308,1.61,503,3.594,35.0,4,2170.0,268,137.33,761,16.654,58.0,13,5731.0,217,180.9479,Cubic
1.45,2.4,43.19352465,24.6013613,1.4,0.9,0.664285714,0.50681044,203.9775,149.8236,185.9271,0.386266094,0.27,801,2.34,27.4,3,4273.0,192,10.81,890,19.282,7.7,3,3129.0,166,196.96657,Cubic
4.216666667,2.916666667,18.39587932,25.90139809,2.55,2.06,0.635714286,0.929428564,239.978391,185.414775,185.618076,0.899563319,1.61,503,3.594,35.0,4,2170.0,268,137.33,597,18.95,35.0,8,4404.0,240,238.0289,Orthorhombic
4.216666667,2.316666667,18.39587932,67.9727741,2.55,1.08,0.471428571,1.033199714,239.805519,185.414775,185.895024,0.524271845,1.61,503,3.594,35.0,4,2170.0,268,137.33,770,19.25,35.0,14,5828.0,210,183.84,Cubic
4.216666667,3.733333333,18.39587932,33.02060338,2.55,2.22,0.642857143,0.92538757,242.990199,185.414775,188.556444,0.965217391,1.61,503,3.594,35.0,4,2170.0,268,137.33,600,4.469,17.0,3,3618.0,219,88.90584,Orthorhombic
4.216666667,2.316666667,18.39587932,12.74245769,2.55,1.79,0.528571429,0.994575426,241.948016,185.414775,187.711631,0.836448598,1.61,503,3.594,35.0,4,2170.0,268,137.33,906,7.134,120.0,12,1180.0,139,65.4,Cubic
1.45,4.216666667,43.19352465,18.39587932,1.4,2.55,0.964285714,0.429406663,203.880975,149.8236,185.414775,0.927272727,0.27,801,2.34,27.4,3,4273.0,192,10.81,503,3.594,35.0,4,2170.0,268,137.33,Cubic
1.45,1.866666667,43.19352465,28.69757174,1.4,1.87,0.321428571,0.638307202,179.980119,149.8236,161.685279,1.010810811,0.27,801,2.34,27.4,3,4273.0,192,10.81,900,1.85,200.0,2,2744.0,153,9.012183,Cubic
1.45,2.633333333,43.19352465,10.01747609,1.4,1.42,0.542857143,0.546698298,203.999964,149.8236,185.818524,0.657407407,0.27,801,2.34,27.4,3,4273.0,192,10.81,703,9.807,400.0,7,1837.0,207,208.9804,Cubic
1.45,3.233333333,43.19352465,20.51140545,1.4,2.44,0.714285714,0.492028469,254.902656,149.8236,236.464176,1.016666667,0.27,801,2.34,27.4,3,4273.0,192,10.81,590,1.54,200.0,2,1757.0,231,40.08,Cubic
1.45,2.516666667,43.19352465,10.93119941,1.4,1.75,0.678571429,0.502497159,206.988975,149.8236,188.724375,0.744680851,0.27,801,2.34,27.4,3,4273.0,192,10.81,868,8.69,120.0,12,1040.0,158,112.41,Cubic
1.45,3.3,43.19352465,19.70198675,1.4,2.32,0.621428571,0.52020631,203.923824,149.8236,185.515584,1.022026432,0.27,801,2.34,27.4,3,4273.0,192,10.81,534,6.77,23.0,6,3697.0,235,140.116,Cubic
1.45,2.083333333,43.19352465,32.52391464,1.4,1.56,0.378571429,0.611848873,179.997696,149.8236,161.780976,0.808290155,0.27,801,2.34,27.4,3,4273.0,192,10.81,760,8.86,100.0,9,3200.0,192,58.93319,Cubic
1.45,2.133333333,43.19352465,40.10301692,1.4,1.78,0.35,0.624798055,197.987004,149.8236,179.714844,0.941798942,0.27,801,2.34,27.4,3,4273.0,192,10.81,653,7.15,94.0,6,2944.0,189,51.996,Cubic
1.45,4.966666667,43.19352465,5.548013245,1.4,2.65,1.192857143,0.384647663,203.859375,149.8236,185.367975,0.863192182,0.27,801,2.34,27.4,3,4273.0,192,10.81,376,1.873,58.0,3,944.0,343,132.905452,Cubic
1.45,2.25,43.19352465,24.97737307,1.4,1.54,0.485714286,0.567725156,189.998236,149.8236,171.786556,0.740384615,0.27,801,2.34,27.4,3,4273.0,192,10.81,745,8.96,400.0,11,2835.0,140,63.55,Cubic
1.45,3.133333333,43.19352465,30.99705666,1.4,2.22,0.707142857,0.494087165,203.939484,149.8236,185.556444,0.928870293,0.27,801,2.34,27.4,3,4273.0,192,10.81,573,8.55,120.0,6,2840.0,229,162.5,Cubic
1.866666667,1.866666667,28.69757174,28.69757174,1.87,1.87,0.321428571,0.707106781,192.0,161.685279,161.685279,1.010810811,0.45,900,1.85,200.0,2,2744.0,153,9.012183,900,1.85,200.0,2,2744.0,153,9.012183,Cubic
1.866666667,3.25,28.69757174,24.35614422,1.87,2.34,0.8,0.519106169,215.980119,161.685279,185.507196,0.928571429,0.45,900,1.85,200.0,2,2744.0,153,9.012183,499,10.07,0.12,5,3471.0,260,227.02775,Trigonal
1.866666667,2.666666667,28.69757174,22.71762325,1.87,1.51,0.678571429,0.55665853,219.988336,161.685279,189.794791,0.642553191,0.45,900,1.85,200.0,2,2744.0,153,9.012183,731,10.501,400.0,11,2435.0,172,107.868,Cubic
1.866666667,2.383333333,28.69757174,17.17139441,1.87,1.83,0.385714286,0.674302858,216.999856,161.685279,186.698599,0.943298969,0.45,900,1.85,200.0,2,2744.0,153,9.012183,578,2.698,27.0,3,2792.0,184,26.981538,Cubic
1.866666667,1.983333333,28.69757174,20.05150846,1.87,1.26,0.371428571,0.681326846,214.966511,161.685279,184.857116,0.65625,0.45,900,1.85,200.0,2,2744.0,153,9.012183,947,5.776,50.0,5,887.0,185,74.92159,Cubic
1.866666667,2.4,28.69757174,24.6013613,1.87,0.9,0.664285714,0.561436715,215.915319,161.685279,185.9271,0.386266094,0.45,900,1.85,200.0,2,2744.0,153,9.012183,890,19.282,7.7,3,3129.0,166,196.96657,Cubic
1.866666667,4.216666667,28.69757174,18.39587932,1.87,2.55,0.964285714,0.475690016,215.958384,161.685279,185.414775,0.927272727,0.45,900,1.85,200.0,2,2744.0,153,9.012183,503,3.594,35.0,4,2170.0,268,137.33,Cubic
1.866666667,2.633333333,28.69757174,10.01747609,1.87,1.42,0.642857143,0.568759802,215.981775,161.685279,185.818524,0.617391304,0.45,900,1.85,200.0,2,2744.0,153,9.012183,703,9.807,400.0,7,1837.0,207,208.9804,Cubic
1.866666667,1.45,28.69757174,43.19352465,1.87,1.4,0.192857143,0.783321883,179.980119,161.685279,149.8236,0.838323353,0.45,900,1.85,200.0,2,2744.0,153,9.012183,801,2.34,27.4,3,4273.0,192,10.81,Cubic
1.866666667,3.233333333,28.69757174,20.51140545,1.87,2.44,0.714285714,0.545061477,266.970759,161.685279,236.464176,1.016666667,0.45,900,1.85,200.0,2,2744.0,153,9.012183,590,1.54,200.0,2,1757.0,231,40.08,Orthorhombic
1.866666667,2.516666667,28.69757174,10.93119941,1.87,1.75,0.678571429,0.55665853,218.998704,161.685279,188.724375,0.744680851,0.45,900,1.85,200.0,2,2744.0,153,9.012183,868,8.69,120.0,12,1040.0,158,112.41,Cubic
1.866666667,3.3,28.69757174,19.70198675,1.87,2.32,0.621428571,0.576276452,215.981775,161.685279,185.515584,1.022026432,0.45,900,1.85,200.0,2,2744.0,153,9.012183,534,6.77,23.0,6,3697.0,235,140.116,Trigonal
1.866666667,2.083333333,28.69757174,32.52391464,1.87,1.56,0.378571429,0.677796656,191.991351,161.685279,161.780976,0.808290155,0.45,900,1.85,200.0,2,2744.0,153,9.012183,760,8.86,100.0,9,3200.0,192,58.93319,Cubic
1.866666667,2.133333333,28.69757174,40.10301692,1.87,1.78,0.392857143,0.670844895,209.999271,161.685279,179.714844,0.912820513,0.45,900,1.85,200.0,2,2744.0,153,9.012183,653,7.15,94.0,6,2944.0,189,51.996,Cubic
1.866666667,4.966666667,28.69757174,5.548013245,1.87,2.65,1.192857143,0.426106692,215.945244,161.685279,185.367975,0.863192182,0.45,900,1.85,200.0,2,2744.0,153,9.012183,376,1.873,58.0,3,944.0,343,132.905452,Cubic
1.866666667,2.25,28.69757174,24.97737307,1.87,1.54,0.485714286,0.628917089,201.990199,161.685279,171.786556,0.740384615,0.45,900,1.85,200.0,2,2744.0,153,9.012183,745,8.96,400.0,11,2835.0,140,63.55,Cubic
1.866666667,3.133333333,28.69757174,30.99705666,1.87,2.22,0.707142857,0.547342069,215.988975,161.685279,185.556444,0.928870293,0.45,900,1.85,200.0,2,2744.0,153,9.012183,573,8.55,120.0,6,2840.0,229,162.5,Cubic
1.866666667,3.15,28.69757174,33.14937454,1.87,2.2,0.635714286,0.57124347,215.990199,161.685279,185.5644,0.96069869,0.45,900,1.85,200.0,2,2744.0,153,9.012183,589,9.066,60.0,8,3141.0,235,167.26,Cubic
1.866666667,3.3,28.69757174,20.14348786,1.87,2.24,0.757142857,0.531767295,215.987679,161.685279,185.548416,0.910569106,0.45,900,1.85,200.0,2,2744.0,153,9.012183,547,5.243,100.0,3,1802.0,233,151.964,Orthorhombic
1.866666667,2.1,28.69757174,33.31493745,1.87,1.61,0.421428571,0.657360575,194.993916,161.685279,164.766711,0.809045226,0.45,900,1.85,200.0,2,2744.0,153,9.012183,762,7.874,79.0,8,3134.0,194,55.84,Cubic
1.866666667,2.25,28.69757174,5.572295806,1.87,1.63,0.442857143,0.647597795,217.994816,161.685279,187.760879,0.806930693,0.45,900,1.85,200.0,2,2744.0,153,9.012183,579,5.907,29.0,3,2477.0,187,69.723,Cubic
1.866666667,3.216666667,28.69757174,29.17586461,1.87,2.24,0.671428571,0.559037412,215.987679,161.685279,185.548416,0.957264957,0.45,900,1.85,200.0,2,2744.0,153,9.012183,593,7.895,91.0,4,3546.0,237,157.25,Orthorhombic
1.866666667,2.033333333,28.69757174,22.28476821,1.87,1.43,0.378571429,0.677796656,215.982576,161.685279,185.815959,0.740932642,0.45,900,1.85,200.0,2,2744.0,153,9.012183,762,5.323,60.0,4,3106.0,211,72.63,Cubic
1.866666667,2.916666667,28.69757174,46.10007358,1.87,2.14,0.507142857,0.61997514,215.993439,161.685279,185.587836,1.014218009,0.45,900,1.85,200.0,2,2744.0,153,9.012183,658,13.31,0.00943,12,4876.0,212,178.49,Cubic
1.866666667,2.516666667,28.69757174,4.310522443,1.87,1.44,0.792857143,0.521174321,215.983359,161.685279,185.813376,0.573705179,0.45,900,1.85,200.0,2,2744.0,153,9.012183,1007,13.5336,79.0,4,629.88,209,200.59,Cubic
1.866666667,3.166666667,28.69757174,32.13760118,1.87,2.21,0.642857143,0.568759802,215.989596,161.685279,185.560431,0.960869565,0.45,900,1.85,200.0,2,2744.0,153,9.012183,581,8.795,29.0,7,2973.0,216,164.93033,Cubic
1.866666667,2.766666667,28.69757174,7.905629139,1.87,1.66,0.571428571,0.594612521,217.996031,161.685279,187.751996,0.754545455,0.45,900,1.85,200.0,2,2744.0,153,9.012183,558,7.31,29.0,13,2345.0,193,114.818,Cubic
1.866666667,2.266666667,28.69757174,50.01839588,1.87,1.24,0.45,0.644407658,215.964279,161.685279,185.861616,0.610837438,0.45,900,1.85,200.0,2,2744.0,153,9.012183,880,22.56,31.0,17,4701.0,202,192.22,Cubic
1.866666667,4.05,28.69757174,6.190765269,1.87,2.62,0.985714286,0.470556671,291.949375,161.685279,261.382204,0.942446043,0.45,900,1.85,200.0,2,2744.0,153,9.012183,419,0.862,140.0,1,1032.0,275,39.0983,Cubic
1.866666667,3.25,28.69757174,21.90949227,1.87,2.34,0.735714286,0.538332323,215.980119,161.685279,185.507196,0.962962963,0.45,900,1.85,200.0,2,2744.0,153,9.012183,538,6.145,17.0,5,3737.0,240,138.9055,Orthorhombic
1.866666667,2.783333333,28.69757174,8.345290655,1.87,2.46,0.542857143,0.605623864,223.968671,161.685279,193.455356,1.138888889,0.45,900,1.85,200.0,2,2744.0,153,9.012183,520,0.534,84.8,1,1615.0,182,7.0,Cubic
1.866666667,2.9,28.69757174,35.61442237,1.87,2.17,0.614285714,0.578826347,215.9919,161.685279,185.576199,0.960176991,0.45,900,1.85,200.0,2,2744.0,153,9.012183,523,9.84,0.12,11,3675.0,221,174.9667,Cubic
1.866666667,2.416666667,28.69757174,16.97939662,1.87,2.13,0.514285714,0.617050729,236.993916,161.685279,206.591679,1.004716981,0.45,900,1.85,200.0,2,2744.0,153,9.012183,738,1.738,190.0,2,1363.0,173,24.305,Cubic
1.866666667,2.116666667,28.69757174,27.94334069,1.87,1.89,0.378571429,0.677796656,198.999964,161.685279,168.678511,0.979274611,0.45,900,1.85,200.0,2,2744.0,153,9.012183,717,7.44,7.7,7,2334.0,197,54.93804,Cubic
1.866666667,2.316666667,28.69757174,53.27446652,1.87,1.28,0.464285714,0.638120754,221.968671,161.685279,191.852544,0.624390244,0.45,900,1.85,200.0,2,2744.0,153,9.012183,684,10.22,94.0,6,4912.0,209,95.95,Cubic
1.866666667,3.166666667,28.69757174,6.823951435,1.87,2.51,0.728571429,0.540556837,261.963136,161.685279,231.432991,1.037190083,0.45,900,1.85,200.0,2,2744.0,153,9.012183,496,0.971,85.0,1,1156.0,227,22.9897693,Cubic
1.866666667,2.433333333,28.69757174,50.58866814,1.87,1.84,0.485714286,0.628917089,220.999919,161.685279,190.695296,0.884615385,0.45,900,1.85,200.0,2,2744.0,153,9.012183,652,8.57,31.0,5,5017.0,207,92.90637,Cubic
1.866666667,3.333333333,28.69757174,23.80426784,1.87,2.3,0.7,0.549641826,215.983359,161.685279,185.5239,0.966386555,0.45,900,1.85,200.0,2,2744.0,153,9.012183,533,7.007,94.0,8,3347.0,229,144.24,Trigonal
1.866666667,2.066666667,28.69757174,31.78807947,1.87,1.53,0.342857143,0.695823162,193.989596,161.685279,163.789319,0.813829787,0.45,900,1.85,200.0,2,2744.0,153,9.012183,737,8.912,91.0,10,3186.0,163,58.693,Cubic
1.866666667,2.916666667,28.69757174,16.86902134,1.87,2.08,0.614285714,0.578826347,215.996031,161.685279,185.610624,0.920353982,0.45,900,1.85,200.0,2,2744.0,153,9.012183,604,20.45,17.0,9,4175.0,221,237.048172,Trigonal
1.866666667,2.283333333,28.69757174,60.81677704,1.87,1.24,0.407142857,0.664034287,215.964279,161.685279,185.861616,0.629441624,0.45,900,1.85,200.0,2,2744.0,153,9.012183,840,22.61,23.0,16,5285.0,216,190.2,Cubic
1.866666667,3.0,28.69757174,33.94039735,1.87,1.94,0.65,0.566297639,215.999559,161.685279,185.661276,0.83982684,0.45,900,1.85,200.0,2,2744.0,153,9.012183,568,15.37,58.0,7,4026.0,243,231.03588,Cubic
1.866666667,2.916666667,28.69757174,11.04874908,1.87,1.11,0.557142857,0.600067681,215.948016,161.685279,185.889111,0.509174312,0.45,900,1.85,200.0,2,2744.0,153,9.012183,716,11.342,91.0,6,2022.0,202,207.0,Cubic
1.866666667,2.283333333,28.69757174,33.6285872,1.87,1.24,0.442857143,0.647597795,220.964279,161.685279,190.861616,0.613861386,0.45,900,1.85,200.0,2,2744.0,153,9.012183,804,12.02,91.0,10,3236.0,163,106.42,Cubic
1.866666667,3.35,28.69757174,24.19058131,1.87,2.31,0.692857143,0.55196099,215.982576,161.685279,185.519751,0.974683544,0.45,900,1.85,200.0,2,2744.0,153,9.012183,540,7.26,7.7,1,3273.0,236,144.91276,Orthorhombic
1.866666667,3.333333333,28.69757174,22.1486387,1.87,2.31,0.607142857,0.581398909,215.982576,161.685279,185.519751,1.026666667,0.45,900,1.85,200.0,2,2744.0,153,9.012183,527,6.773,31.0,7,3793.0,239,140.90766,Orthorhombic
1.866666667,2.316666667,28.69757174,37.55610743,1.87,1.16,0.478571429,0.631955336,215.954631,161.685279,185.878896,0.560386473,0.45,900,1.85,200.0,2,2744.0,153,9.012183,870,21.46,94.0,18,4098.0,209,195.08,Cubic
1.866666667,2.916666667,28.69757174,16.79543782,1.87,2.16,0.592857143,0.586613249,215.992431,161.685279,185.580096,0.968609865,0.45,900,1.85,200.0,2,2744.0,153,9.012183,585,19.84,23.0,10,3501.0,243,244.0642,Cubic
1.866666667,5.05,28.69757174,5.747976453,1.87,2.62,1.085714286,0.447995735,212.949375,161.685279,182.382204,0.897260274,0.45,900,1.85,200.0,2,2744.0,153,9.012183,403,1.532,58.0,1,961.0,303,85.468,Cubic
1.866666667,2.283333333,28.69757174,63.63134658,1.87,1.54,0.45,0.644407658,215.990199,161.685279,185.786556,0.75862069,0.45,900,1.85,200.0,2,2744.0,153,9.012183,760,21.02,17.0,15,5869.0,217,186.207,Cubic
1.866666667,2.25,28.69757174,41.15158205,1.87,1.16,0.428571429,0.654073773,220.954631,161.685279,190.878896,0.58,0.45,900,1.85,200.0,2,2744.0,153,9.012183,720,12.41,100.0,9,3968.0,195,102.9055,Cubic
1.45,3.15,43.19352465,33.14937454,1.4,2.2,0.635714286,0.515663024,203.9424,149.8236,185.5644,0.96069869,0.27,801,2.34,27.4,3,4273.0,192,10.81,589,9.066,60.0,8,3141.0,235,167.26,Cubic
1.866666667,2.266666667,28.69757174,47.9580574,1.87,1.24,0.442857143,0.647597795,221.964279,161.685279,191.861616,0.613861386,0.45,900,1.85,200.0,2,2744.0,153,9.012183,710,12.37,79.0,8,4423.0,207,101.1,Cubic
1.866666667,2.316666667,28.69757174,16.62582781,1.87,1.39,0.485714286,0.628917089,215.979264,161.685279,185.826111,0.668269231,0.45,900,1.85,200.0,2,2744.0,153,9.012183,834,6.685,50.0,15,1860.0,206,121.76,Cubic
1.866666667,2.7,28.69757174,33.37012509,1.87,2.08,0.535714286,0.608440719,243.996031,161.685279,213.610624,0.96744186,0.45,900,1.85,200.0,2,2744.0,153,9.012183,633,2.989,16.0,3,3109.0,211,44.95591,Cubic
1.866666667,1.966666667,28.69757174,31.03384842,1.87,1.54,0.285714286,0.726748636,206.990199,161.685279,176.786556,0.855555556,0.45,900,1.85,200.0,2,2744.0,153,9.012183,787,2.3296,140.0,4,3538.0,210,28.085,Cubic
1.866666667,3.333333333,28.69757174,24.77924945,1.87,2.27,0.685714286,0.554299807,215.9856,161.685279,185.536239,0.961864407,0.45,900,1.85,200.0,2,2744.0,153,9.012183,545,7.52,79.0,2,2067.0,229,150.4,Cubic
1.866666667,2.35,28.69757174,9.291390728,1.87,1.48,0.492857143,0.625907916,216.986311,161.685279,186.802864,0.708133971,0.45,900,1.85,200.0,2,2744.0,153,9.012183,709,7.287,60.0,14,2875.0,217,118.71,Cubic
1.866666667,4.15,28.69757174,19.31567329,1.87,2.49,0.842857143,0.507033932,216.965404,161.685279,186.441991,0.965116279,0.45,900,1.85,200.0,2,2744.0,153,9.012183,550,2.64,35.0,2,1655.0,249,87.62,Cubic
1.866666667,2.433333333,28.69757174,60.52244297,1.87,1.94,0.485714286,0.628917089,215.999559,161.685279,185.661276,0.932692308,0.45,900,1.85,200.0,2,2744.0,153,9.012183,761,16.654,58.0,13,5731.0,217,180.9479,Cubic
1.866666667,3.2,28.69757174,29.96688742,1.87,2.24,0.542857143,0.605623864,215.987679,161.685279,185.548416,1.037037037,0.45,900,1.85,200.0,2,2744.0,153,9.012183,566,8.229,400.0,5,3503.0,221,158.92535,Cubic
1.866666667,2.283333333,28.69757174,44.70198675,1.87,1.54,0.428571429,0.654073773,221.990199,161.685279,191.786556,0.77,0.45,900,1.85,200.0,2,2744.0,153,9.012183,702,11.5,7.7,7,4538.0,209,96.90636,Cubic
1.866666667,2.216666667,28.69757174,13.29396615,1.87,1.34,0.692857143,0.55196099,215.974719,161.685279,185.838396,0.565400844,0.45,900,1.85,200.0,2,2744.0,153,9.012183,869,6.232,0.52,16,1261.0,206,127.6,Cubic
1.866666667,3.0,28.69757174,37.21486387,1.87,2.14,0.671428571,0.559037412,215.993439,161.685279,185.587836,0.914529915,0.45,900,1.85,200.0,2,2744.0,153,9.012183,587,11.72,0.00943,6,5061.0,237,232.038,Cubic
1.866666667,2.333333333,28.69757174,35.70640177,1.87,1.9,0.435714286,0.650819674,231.999919,161.685279,201.6751,0.945273632,0.45,900,1.85,200.0,2,2744.0,153,9.012183,659,4.54,22.0,4,3560.0,187,47.867,Cubic
1.866666667,2.833333333,28.69757174,10.61442237,1.87,1.82,0.857142857,0.503133671,215.999775,161.685279,185.701884,0.7,0.45,900,1.85,200.0,2,2744.0,153,9.012183,589,11.85,100.0,5,1746.0,196,204.383,Cubic
