ARR_A,ARR_B,MPR_A,MPR_B,END_A,END_B,OF,t,BL_AB,BL_AX,BL_BX,ENR,r_A12,IE_A,D_A,TC_A,VLC_A,BP_A,VR_A,AM_A,IE_B,D_B,TC_B,VLC_B,BP_B,VR_B,AM_B,crystal_system
2.8459533834583297,2.371665887218129,9.567013536043923,52.00832237079534,1.3692820396527916,1.5439962585555698,0.460918414851076,0.9060110173881436,246.46867239238236,186.76731576807018,191.3069919603198,0.7552430726522306,1.2212895225416522,641,9.441226938399899,61.77184280277622,9,2174.26927055973,197,163.54338731041156,668,9.442153881041627,64.30042091249842,5,4961.49929847917,208,94.51516619209377,Tetragonal
2.813633292132059,4.966666667,31.507782687320912,5.548013245,2.1337175562806094,2.65,1.192857143,0.5347412107691797,262.1900458310071,207.8042875566613,185.367975,0.863192182,0.9216514964236631,605,4.451976984703832,12.719096947168921,3,3183.791366821464,221,82.57304197043902,376,1.873,58.0,3,944.0,343,132.905452,Tetragonal
2.045308358160982,2.0327030685243113,22.260350678715252,22.36748172759681,1.4384140308345812,1.4310399363952853,0.4484468482435088,0.7098550441213101,239.91439663350155,185.81311926459333,185.73059531993275,0.705862200984042,0.634821523287232,759,5.3366798905816175,59.65020321249494,4,3111.587294632851,211,73.26801043247477,762,5.294700494494117,60.756317378389326,4,3110.0841138433025,210,72.20887302974559,Tetragonal
2.8865690143894356,2.3400759522300048,10.4180788660163,52.735558342511624,1.2203580595720687,1.3923645697461062,0.4628524924757804,0.9581851645211208,246.19798681233328,186.26290077055623,191.62034101141154,0.6800850552523114,1.3756289200798562,684,10.532975097828036,78.5596369209668,7,2086.810278621415,200,188.5035879136865,677,9.888925821283795,81.35898590356304,5,4933.068356827395,208,95.33929254389939,Tetragonal
5.049554053465116,2.333244143696234,5.746906378199179,35.71630020799516,2.6201605407532003,1.8960399947543984,0.5069899610476293,1.0459802978854675,252.8829567636808,182.39818193084076,201.5905688504046,0.8986540040952387,1.7208562173504003,402,1.5338248132280408,58.0,1,960.90902690652,303,85.7218548091324,660,4.6305449848048355,22.385297807680146,4,3562.879030840721,187,48.65478953002801,Tetragonal
2.633333333,1.9010946594451261,10.01747609,26.62064088998387,1.42,1.8484450829721344,0.33233433264280093,1.0545398806245885,218.31817137342358,185.818524,164.0271848102159,0.9924998983869938,1.38,703,9.807,400.0,7,1837.0,207,208.9804,871,2.2143679099252145,184.64212161764564,2,2720.0201548064992,156,14.464752263037258,Tetragonal
2.3165894154016278,2.9160872800237962,53.25459938746997,16.809162768435215,1.2806025624552517,2.1584935938618712,0.5930557899639319,0.6752273739977085,245.93973552771666,191.85239106964886,185.5898637575667,0.9678542130383208,0.7296987187723741,684,10.222966461318162,93.79999561581457,6,4911.1332370836,209,95.95221641011425,585,19.81835642011694,23.873715560114828,10,3498.5294939334685,242,243.7485587820464,Tetragonal
2.2862774620932425,2.9705587092000587,32.55380948265619,34.0183875244858,1.2505988646826796,1.9382335225528866,0.640536727974511,0.6633997957999932,245.48708966062068,190.68237365321434,186.368477473451,0.844483574498461,0.7526497161706699,799,11.810981556070324,89.63097997848723,10,3220.057541039803,165,106.96275019562555,572,14.891726231194086,56.41017029759807,6,4005.420537741131,240,222.94678761167515,Tetragonal
2.5900790911054123,2.3346006937105144,7.108136861394817,46.713950871393344,1.649746527857897,1.6425347214210286,0.43833664036860326,0.7792062221873298,247.65600801089536,187.75503205310127,191.41358253300697,0.8151018740864684,0.8174652785789716,565,6.830479286154323,29.0,9,2390.1152774252523,190,99.40532245839573,684,10.498577554121288,15.663530030366548,6,4701.713771868909,208,95.539233798877,Tetragonal
4.966666667,2.2744729114104687,5.548013245,39.83170607879164,2.65,1.16,0.4514468718805091,1.1416078920854305,242.9647226533922,185.367975,189.04342765339217,0.570973701618804,1.88,376,1.873,58.0,3,944.0,343,132.905452,775,15.732197707360172,97.7974379840706,12,4015.7221770118035,200,136.74217542288068,Tetragonal
2.666666667,1.9850745445240734,22.71762325,31.663698535241434,1.51,1.5586379760397195,0.2926172400887849,1.0475588757711274,235.96577902454152,189.794791,177.74735022265392,0.8609007987880978,1.28,731,10.501,400.0,11,2435.0,172,107.868,777,2.590559276372427,132.4757800432244,4,3547.8021948060746,207,29.662773701303134,Tetragonal
2.035127507602918,2.03503307735887,22.21115014307433,22.360812696434774,1.4302832907264782,1.4326629328288965,0.44991905979405356,0.7075054213872514,240.09622889653116,185.8215506206883,185.90581395150426,0.7057980535305202,0.6310198466153221,761,5.334127659736071,60.0,4,3104.69119684367,211,72.89108073352246,761,5.31856366722335,59.784699047876444,4,3108.5722797964236,210,72.48969743480433,Tetragonal
4.971909081274131,2.1146787600053116,5.56059272476136,33.46538201084869,2.648112730853764,1.6282436017469495,0.48036882815094356,1.1157303631257025,221.04474976235048,185.18014321713244,167.08857979323273,0.7854964669860193,1.8699345645534071,377,1.851548040704449,58.0,2,945.0694525162005,340,129.9212106821447,755,7.664261488881621,75.4141886221513,7,3160.7992218765535,193,55.33842676990197,Tetragonal
2.0422370012030036,2.369856245505412,24.10808745989376,39.05097871303834,1.4531495373278092,1.8331495373278093,0.4562601498650376,0.7505912244185922,239.82287644225798,181.5359687220634,189.80697121085151,0.900907967809129,0.760272471890212,761,5.9528454886804685,67.1229345624028,4,3122.7388962216464,207,70.19096296640839,636,7.7589593511962525,35.8079808296219,5,3741.6133839647846,190,83.01151209491263,Tetragonal
2.633214109898661,4.461002070518433,28.775497356057514,7.661846691003154,1.9655099026834186,2.409570795635179,1.06882620424037,0.5611281163767013,262.8241451901783,208.49525224793408,185.45539505870704,0.8212747502420669,0.8585509902683419,647,3.8091307304444446,24.395940469882632,5,3064.348862046533,212,59.029431569326505,463,2.7912105804789826,56.47346536911225,5,1118.7882152366476,316,130.77871219313786,Tetragonal
2.828728303187694,1.9591272465984182,36.66472420714093,28.006434860807392,2.0971872935662454,1.8283927391807118,0.3627056155626445,0.8910008999160989,219.9224014346675,186.29396550966638,164.93405621468588,0.9682491697665825,0.9803024384658502,543,10.031855702666718,0.9960639916950136,10,3774.7418502417936,219,165.944819649938,880,2.849845592632396,223.1151448996046,3,2708.287101130111,155,20.437515670618964,Tetragonal
2.858330477135635,1.983333333,10.74470549741965,20.05150846,1.6070243336681942,1.26,0.4014300399330951,0.9142652035843188,238.97963480208765,185.75804568321172,184.857116,0.6423288636391786,1.1329825208862268,627,11.69761741056823,97.30030845494893,5,1828.7905407148992,197,205.1680103081554,947,5.776,50.0,5,887.0,185,74.92159,Tetragonal
3.1853454280755757,4.966666667,28.833996782590173,5.548013245,2.2212072566453456,2.65,1.192857143,0.5795659652461805,239.9831796530981,185.55568879167825,185.367975,0.863192182,1.116264247784885,593,9.04918765436504,85.15336873410745,4,3635.578743323854,237,165.6836507565073,376,1.873,58.0,3,944.0,343,132.905452,Tetragonal
2.1597150593563788,2.1530633894221167,17.099108813220923,27.64134468805259,1.4499550094036862,1.6175770883946496,0.4442985688558326,0.7351870248370573,246.77836708266744,186.2098329711109,192.14534515578768,0.8005528407751007,0.7018380338532701,740,6.106832769376792,60.0,7,3013.80785655497,213,91.02053666643715,720,5.010504552738275,44.83419285319852,4,3287.19148538547,201,62.74708204273039,Tetragonal
2.4827769751212223,2.2864356532626204,15.081810699572308,18.58703457242831,1.3124818562100962,1.7192597945858519,0.3837367823714403,0.8624685143782357,240.70799787547972,185.84355258235274,186.45423966273313,0.8872737474477833,0.9621008748808204,801,7.97429284153422,61.35087105495019,12,1904.84978319273,204,145.35873777375497,628,3.4247325980303476,36.13606694666723,3,2878.9310612501063,191,39.61933814679985,Tetragonal
2.033333333,2.261366779079152,22.28476821,38.91021082531516,1.43,1.8352301014712369,0.4202928811771523,0.7574927372642213,248.06875296594419,185.815959,193.78040573782548,0.9228688475462741,0.73,762,5.323,60.0,4,3106.0,211,72.63,653,5.669874896557312,28.47698985287631,4,3646.3598647050176,181,50.07961170029647,Tetragonal
2.8593828028637094,2.396864075690957,10.750190135431646,51.428231620801206,1.5980585185367286,1.6649475639162932,0.45937566864008494,1.0502437017174695,245.3117558331878,185.76040996866186,191.05704435991606,0.8151939996927321,1.6343553364686099,628,11.691202432981209,97.18665727722613,5,1832.2758434983984,197,205.20105754505548,662,9.085779499175208,50.69339905941703,5,4984.177668234305,207,93.85778936792403,Tetragonal
2.331365735960591,2.3243505686515267,16.48919803524847,35.59193146347718,1.3831404344850573,1.891180558623645,0.47384672825916724,0.7475874296075469,255.3642955988066,185.82765440224085,201.0653692923588,0.9163476811221599,0.7778838672353863,831,6.799089273582457,51.00443637897374,14,1863.9687486193598,205,123.84824773033469,662,4.4858486299491815,24.89081689558298,4,3559.4610341381117,187,47.3823716963693,Tetragonal
3.397966381323091,4.966666667,25.311018279433107,5.548013245,2.3032635190944486,2.65,1.192857143,0.6159617637983027,240.90731637301047,186.4406846744024,185.367975,0.863192182,1.274281544553714,556,5.631913816685802,17.0,4,3700.5696564353284,233,123.59873704271624,376,1.873,58.0,3,944.0,343,132.905452,Tetragonal
3.002021684952445,4.966666667,28.4202747436609,5.548013245,2.222773887432065,2.65,1.192857143,0.554464442786557,252.60641727612378,198.1781791318187,185.367975,0.863192182,1.0072825840692932,559,6.87739191117866,7.279810259918497,4,3307.7851817323367,237,144.93708072580358,376,1.873,58.0,3,944.0,343,132.905452,Tetragonal
2.886007485880247,2.0691790396938172,10.888955866073907,17.56533991660912,1.371216221050568,1.2894328136395006,0.43712681588870395,1.0444057931036121,239.35900120329364,185.82022828250896,185.2181388921021,0.6419977195864411,1.5672611358036892,669,11.528898366610829,94.31119153444382,5,1920.4567929437228,199,206.03717908381785,918,5.943767037745154,31.795804763968864,9,1024.5984037646654,192,94.30251280444007,Tetragonal
3.1090135549616233,5.001913278153855,32.141124467157724,5.632589550587745,2.255408132892382,2.6373112199338573,1.1475400713956274,0.5952327158300159,238.71736068389708,185.54130344081779,184.1051152817711,0.8776015995553705,1.1358315521648128,588,9.175503639130408,9.81367980238661,7,4218.750683177884,228,155.6481338176075,387,1.7287708665815116,58.0,2,951.1903087041475,326,112.84133882246,Tetragonal
2.4123771793752513,2.2271740758394345,14.628494977130643,20.655109168857216,1.399067311717797,1.842089748957063,0.36628433210311784,0.8704949307673125,233.42624080461286,185.82381787686657,179.13848001543303,0.9637039995352222,0.9473911088344737,794,7.628604906098753,155.78530337429967,12,1853.0483943496888,206,148.12181849836506,675,2.4416973221102682,79.28816423929669,2,2777.4923012515246,174,21.55041322824146,Tetragonal
2.35,1.9688992080172152,9.291390728,31.062298420985368,1.48,1.542191949366342,0.28662759823597583,0.8676177161886329,232.15180001378334,186.802864,176.93809607847214,0.8561018267773267,0.81,709,7.287,60.0,14,2875.0,217,118.71,786,2.34305856910934,139.28152770769898,4,3538.1339524612763,209,28.2054476176805,Tetragonal
3.202109773029222,2.003678440257797,22.16237977609175,31.50550156210799,2.221171744019781,1.5763388319919078,0.3008554659966282,0.9868512963163478,233.4735485108133,185.54965059096295,179.29883549705335,0.8646118062511144,1.1345764600101154,550,6.626635260032594,33.927294799348125,6,3723.6533956154426,236,134.01563106794276,774,2.5527204284303138,128.08893840265247,4,3540.2207063995056,207,30.08181881795533,Tetragonal
3.1129189282251946,2.413674970841872,9.950440333863362,52.297986115236874,1.9287762706083096,1.8006832756837436,0.4515261820789554,1.0872169473590174,244.33015733859364,185.6581233063343,190.05197740893274,0.8856858872944466,1.723590034589754,561,10.54245680498903,94.4956585957241,4,1640.8932903278742,215,195.0154565016067,666,10.201644059124645,29.16521953190803,6,5128.659497058168,208,105.13395382747683,Tetragonal
5.023479053780264,2.306812386780264,5.684337890921919,37.43933777728351,2.629547540677295,1.6644939966267192,0.4844106174285478,1.0800482257166684,250.35859200280962,183.33242966918627,198.23919343832077,0.7975643327691644,1.7709202169455742,394,1.640523712365255,58.0,1,955.5897269495327,315,100.56503341990789,678,7.0446381710104315,46.823605760967425,5,3689.846553211214,189,65.38307725224365,Tetragonal
2.842744303299122,2.1903159502979763,10.66347159882271,14.057106503588523,1.7398185336929322,1.330965468585119,0.5298336351862416,1.0162723643596852,239.86844542128028,185.72302785266518,185.72757843766507,0.6218863210686275,1.6762843550359376,603,11.792630725515506,98.98361521582589,5,1777.1691333813392,196,204.6785421089093,877,6.180503170935179,6.107857680103839,14,1218.7635656354319,203,121.65094062461279,Tetragonal
2.821911329439147,2.7903555013902133,30.22430532193494,9.309557176365919,1.9368180611708918,1.7389627813007102,0.5748126902888451,0.764349331500173,242.60856959849608,186.60265786642054,187.40899747058597,0.7883516973821912,0.9826223312195738,610,17.571309838489597,44.31760819348383,7,4484.226185801522,235,215.59100978370898,562,9.2888072993958,28.052446624391475,12,2527.5619503672424,200,135.22927884909575,Tetragonal
2.4347809262385987,2.958579394235102,15.124011876181505,13.942435297085325,1.6253387306947402,1.6952113344589543,0.7003074345859684,0.6748760076649879,247.53260738478068,193.29654035194872,185.71513615879073,0.6967303379124735,0.824533873069474,690,6.245890225790012,49.341826415719055,11,2931.682104970949,215,100.84445695975728,723,5.5193833798281835,51.93784974259653,12,1638.1162044726966,239,124.45977641116525,Tetragonal
2.1847822964879073,2.1579713757805914,16.070557000153855,33.47170694593299,1.453912994209761,1.7278264416897195,0.3639753033707165,0.8061622848039077,244.51123510786985,186.28795607101168,189.77190782877227,0.9023650753620217,0.7682607907356179,736,6.2623024125594196,60.0,8,2995.521966750903,213,94.6682154637159,720,3.4828543519748782,78.43466633503637,4,3549.478282547705,197,38.40606297085009,Tetragonal
2.410498547083674,2.433333333,9.090182977587695,60.52244297,1.5061353723192388,1.94,0.48156581414106836,0.7589759988217363,241.1278931286811,186.94067465666726,185.661276,0.9353476740241418,0.8259716164173126,687,7.290339519796347,55.498908100575534,13,2798.0458481711303,213,118.1448951718529,761,16.654,58.0,13,5731.0,217,180.9479,Tetragonal
3.3901134726328785,4.966666667,25.130491642770046,5.548013245,2.305213206770605,2.65,1.192857143,0.6170095880692688,240.8587040303058,186.39114233067622,185.367975,0.863192182,1.278830815798078,555,5.65914445456278,17.0,4,3702.503096714183,233,124.41110138366614,376,1.873,58.0,3,944.0,343,132.905452,Tetragonal
2.4221252159203432,2.433333333,6.349635490188993,60.52244297,1.6399943673695718,1.94,0.457142857,0.7348169351217738,241.99188170090733,187.75791966782185,185.661276,0.950980392,0.7199436736957197,572,6.374403247316982,29.0,6,2433.0247835738833,188,84.74619988436159,761,16.654,58.0,13,5731.0,217,180.9479,Tetragonal
2.9342593728601405,4.859998775950477,43.533014282504574,8.61228646029204,2.0977775057667727,2.5925553787484024,1.0344441144009222,0.5619835031853563,237.82234397583915,185.60334009988244,183.23927566597817,0.9115855228990116,0.8553334965399363,638,13.744891690602241,12.251962537032801,10,4696.554399508785,218,189.58309057639926,434,1.765912618052079,53.14441316317887,1,1107.5120549892986,291,85.92231403794953,Tetragonal
2.3205762705027486,2.433333333,5.891027349954795,51.94561416399322,1.6340979769942898,1.8536599233142999,0.457142857,0.7143788096079847,246.3126131524523,187.75966558901197,190.0076527283735,0.9086568248617704,0.6609797699428994,576,6.098648724099626,29.0,4,2458.9689012251242,187,75.8829424185835,666,9.674268200727997,34.68817929486095,6,5114.531852464101,208,104.93277548273626,Tetragonal
2.5172108435586487,2.433333333,8.735276254202018,50.58866814,1.552235084359548,1.84,0.4742483994217342,0.7725138702458347,246.39315264931957,187.1837563893797,190.695296,0.8915761981111946,0.8541436626641684,648,7.296230038557053,47.559513249188925,13,2662.3078071635528,207,117.14811695373687,652,8.57,31.0,5,5017.0,207,92.90637,Tetragonal
2.1259631119365734,2.8676894691615726,18.484009212536243,20.376878640086993,1.444625754553537,2.0948321925365248,0.6265311866787775,0.6540090270576899,276.01550267765157,186.10464360595316,221.36833214420676,0.9054222912525558,0.6826527163927335,746,5.8974996388629375,60.0,6,3038.4290139626587,212,86.10909539653977,694,2.779093925775662,156.12273633938872,2,1502.5118707684546,217,50.271690871899445,Tetragonal
2.4134706623276663,3.328793506558853,9.080298234051908,39.99270669617892,1.5074193261036164,2.0231721340052147,0.5012288921547038,0.7497868569012787,246.2741821250464,186.94744488790766,190.78016354344382,0.9609657492023989,0.8267562548410989,685,7.290503580557684,55.2777827265994,13,2794.2653175837963,213,118.11713323780403,649,7.26673396978589,20.669357281192607,4,4660.0645391171065,189,92.08620088434756,Tetragonal
2.316666667,2.285489068246682,16.62582781,8.659604828398425,1.39,1.6832336025031074,0.42764754232285046,0.7644132915805221,241.72539009101126,185.826111,187.478134043665,0.8432275659930902,0.76,834,6.685,50.0,15,1860.0,206,121.76,578,5.05286684783764,28.467663974968925,3,2560.8429239423945,186,58.34659000745163,Tetragonal
2.998164423238691,4.1195294256477295,33.76332294658165,19.06434514632565,1.942643230546858,2.471717655384232,0.8368784072266628,0.6470869690918767,240.99508441648854,185.6603244370031,186.4708463769378,0.9604780520477177,0.9517621536979053,568,15.448856377981263,57.49338081185221,7,4034.326176222603,242,231.18991470065657,550,2.7428657221152255,34.8678384726571,2,1670.1985756444337,247,88.21908820344538,Tetragonal
2.054170458377194,2.3973005913231,26.551855768347213,32.24513090938719,1.484176525980705,1.7066970030175537,0.4375276279147743,0.7814424138695293,224.74281123380442,175.79955991580536,180.48502906654986,0.8490007314537144,0.8008462262824604,761,6.797018249182719,76.66970030175537,6,3145.173795709125,203,66.92195705524784,695,7.76408899537527,105.82711438140149,5,3741.3703436814158,223,112.66325863943798,Tetragonal
3.0965205071995108,1.866666667,31.725535001923745,28.69757174,2.2121115373171976,1.87,0.321428571,0.9448901797399947,215.98943647506695,185.55956073160598,161.685279,1.010810811,1.0721115373171974,565,8.753522337216308,101.08662187171248,6,2971.7373268028036,227,164.4668619545539,900,1.85,200.0,2,2744.0,153,9.012183,Tetragonal
2.490510475623866,2.25,12.997971912685953,5.572295806,1.4064694134832492,1.63,0.442857143,0.8752609318140863,241.99548301124605,185.82194588533008,187.760879,0.806930693,1.1003678786538178,762,8.398916963156806,242.14315730457463,10,1847.3734496628422,206,169.64229439247978,579,5.907,29.0,3,2477.0,187,69.723,Tetragonal
2.6954609556912805,2.033333333,10.243607404342383,22.28476821,1.3520250718035984,1.43,0.378571429,1.02736391869238,239.99797214463257,185.8340018911503,185.815959,0.740932642,1.4041201358116262,705,10.14358553155315,332.24434576552244,6,1877.565682955917,205,208.54614984580596,762,5.323,60.0,4,3106.0,211,72.63,Tetragonal
2.8361390978736023,1.983333333,10.629045793402035,20.05150846,1.7960948834681505,1.26,0.4128427492145956,0.8571748493695238,238.97265809880003,185.70818777922946,184.857116,0.6370331935335419,0.997171280889075,593,11.832896057467352,99.69697739607514,5,1755.2926931870288,196,204.47111223938572,947,5.776,50.0,5,887.0,185,74.92159,Tetragonal
2.7203236853147006,2.2547961403258805,20.213155269793486,39.202722704654136,1.4241487706964788,1.8293165265932922,0.39644568966294014,0.9853825587247773,250.48397955595814,188.95652242683457,193.05961001761733,0.9356261695888548,1.3250718953843486,727,10.681502209610652,333.67992536302995,9,2346.3586057441144,178,129.14451015829164,652,5.77303392498368,29.068347340670776,4,3654.2446312089437,180,50.28162598876581,Tetragonal
2.8055919047393414,2.433333333,9.487235462366971,60.52244297,1.7534205715086253,1.94,0.457142857,0.962020608249516,240.8285499967165,186.55497953314568,185.661276,0.950980392,1.375425286104548,576,9.96080871655724,70.45537860695245,8,1995.2567354145842,194,167.1130842948126,761,16.654,58.0,13,5731.0,217,180.9479,Tetragonal
2.833333333,2.433333333,10.61442237,58.134477030998376,1.82,1.9159611428699796,0.457142857,1.074525011,241.20094974610086,185.701884,186.87139687569663,0.9391966384671839,1.7,589,11.85,100.0,5,1746.0,196,204.383,734,14.710698789609154,51.509508574894504,11,5559.362560091655,214,159.783722388216,Tetragonal
2.120901903507555,3.0,32.73141948479061,33.94039735,1.4998902871879123,1.94,0.65,0.6954207158868042,221.42860405951012,167.2435663712241,185.661276,0.83982684,0.8718235721193339,768,9.453583414019366,98.30941432716003,9,3206.7623426913597,186,67.8532478483193,568,15.37,58.0,7,4026.0,243,231.03588,Tetragonal
3.0244615958921774,2.232864786313048,29.109282513630898,27.04412407923477,2.0285831114888735,1.7137292989200947,0.3717783395724595,0.9074646807149931,235.14418588399283,187.29125435174947,179.25058106326742,0.8872343396168803,1.0251144958754212,576,7.736719485926333,42.89480681181729,6,4037.4533841740563,227,127.74030932886308,730,7.2361637351781045,107.21560004249827,5,3527.6322837741236,219,88.6042177376176,Tetragonal
2.358804401933192,2.0689511426597953,15.746477366708737,32.70052060961936,1.3939919959494433,1.6445972982285104,0.44527620945983104,0.7873006705486163,218.5945989053282,185.82510142422439,164.35667553125046,0.8153650325055488,0.8425012496218321,816,7.100433711805419,96.5732860768407,13,1856.9394697720934,206,133.36611611696136,780,7.072407213351747,95.10105032942208,7,3082.1040526572347,188,49.608784807157306,Tetragonal
2.871162237311661,2.216666667,10.811583611053772,13.29396615,1.4976977378430667,1.34,0.6148495497946149,0.9430138188752857,239.98651580089853,185.7868751065308,185.838396,0.5938560434230573,1.604671161897245,646,11.619395001160955,95.91447836702478,5,1871.2893300779065,198,205.5709789014996,869,6.232,0.52,16,1261.0,206,127.6,Tetragonal
2.9226173371787034,2.7077286899828685,13.14380733040266,11.91078676692388,1.9003556037608331,1.5739240909482028,0.6647937196838426,0.9383527096871251,239.9806461163847,185.67230510225565,185.7543938589405,0.6613822273267012,1.6178587161555928,581,11.076800523812429,96.25007182449446,4,1803.3203306827277,201,194.74336320484213,780,5.453622051570064,10.78408912038374,13,1204.393941350702,230,128.54738399707583,Tetragonal
3.875577169685984,2.5653836795413345,4.996905809455144,36.329282737654296,2.1111353911224655,1.7715781790217504,0.4794677319544626,1.0208054265437618,243.25103161515693,185.56633106252784,189.03946875820753,0.8518110947151358,1.5727135701442159,657,7.065962527501964,67.35219569126299,3,804.1089661647842,283,163.04826810336587,655,14.817802757138537,19.85785439864189,7,4478.3240846367025,222,159.7542462156233,Tetragonal
4.0775392178482175,2.534412164751457,5.0989164939261,33.32650661935524,2.210879912867895,1.4866182466271853,0.5019013036553963,1.0215229152430436,239.86014831153335,185.52961510407334,185.78424203212745,0.7031249000638664,1.6295926775858243,604,6.104738585134399,65.621092421301,3,830.0029737438539,294,157.4687946572373,770,20.549098001073073,72.5883593877734,14,4209.050203853243,220,210.66654934729593,Tetragonal
3.234209282169181,4.966666667,26.63934958389016,5.548013245,2.2926278460338203,2.65,1.192857143,0.5793353001258493,239.98828128442298,185.52672280186485,185.367975,0.863192182,1.1152627846033822,543,9.039655651235591,43.17181352446414,4,3506.5291154746346,249,193.97252683586402,376,1.873,58.0,3,944.0,343,132.905452,Tetragonal
2.833333333,2.1085930327825717,10.61442237,16.423875380284837,1.82,1.3029461826598927,0.48714084545141145,0.9359541706160193,239.51262304594562,185.701884,185.38389387650622,0.6262433063210587,1.3665156439390338,589,11.85,100.0,5,1746.0,196,204.383,905,6.020793241161388,23.437786024856386,10,1087.7734039349982,196,103.20079772615895,Tetragonal
2.447772267484822,2.433333333,8.96621700166038,60.52244297,1.5222376195196528,1.94,0.4790099018486957,0.763704665066932,241.21842246723585,187.0255810904996,185.661276,0.9369836698540859,0.8358118785953434,673,7.292397029160845,52.72574330494867,13,2750.6336758588,211,117.79672880460839,761,16.654,58.0,13,5731.0,217,180.9479,Tetragonal
2.8408681521347385,2.152481584012517,14.586682408942444,37.39175398194508,1.2312776237844185,1.7281376039455176,0.3753036208139764,1.038370328985056,241.93730570469296,187.07328997415584,186.48511567995578,0.8963785298859717,1.4263292475131804,720,11.087013795993261,184.68696437346324,7,2147.219146557412,192,176.94376649750757,692,4.9638051776134615,64.04815248125402,4,3636.9464435565314,188,44.0115449799286,Tetragonal
3.593181108940579,4.966666667,29.798713169837644,5.548013245,2.2547964142732333,2.65,1.192857143,0.5899139975862002,242.1157660843598,187.67225319475145,185.367975,0.863192182,1.1611916333042105,582,4.954989919349488,17.0,3,3652.5064441542895,225,103.40424735734001,376,1.873,58.0,3,944.0,343,132.905452,Tetragonal
4.966666667,2.302109631073986,5.548013245,66.07682464655427,2.65,1.2808870917612452,0.4344031759807188,1.1551171076996103,239.82661296653282,185.367975,185.8476548237627,0.6393449752232715,1.88,376,1.873,58.0,3,944.0,343,132.905452,765,20.022978592211746,27.139200757168666,14,5845.905153830894,213,184.87369510043231,Tetragonal
2.77466357978829,2.433333333,8.230558890696566,60.52244297,1.6791925908838223,1.94,0.457142857,0.836591856204133,241.75372754722403,187.5060774944874,185.661276,0.950980392,1.0135638805586342,561,7.85458976632846,37.516712204696184,12,2273.14773787869,193,125.5616525156847,761,16.654,58.0,13,5731.0,217,180.9479,Tetragonal
2.366591652578599,2.0944527793524195,16.161768518056732,32.397135716272494,1.3667016733966537,1.5950225043264203,0.45715357326249184,0.7711581321423158,220.74261410286778,185.83135312348574,166.51818333806725,0.7816686415528153,0.8207420657872954,824,7.072501096399225,53.41154068120426,14,1873.4797461062217,205,128.85267628453295,762,7.661735602981657,77.41904212334437,7,3131.6701673396656,195,57.237067513107796,Tetragonal
3.2010615610563726,2.7397482588264084,4.656209131298174,31.15324579781965,1.7780072742074329,1.914740675547219,0.5109320168264543,0.9349680260420221,241.6201610713004,185.68895552236424,187.34120914942403,0.9023870194951661,1.3827479497546518,830,10.27627138708827,73.13375805094537,3,717.6278057636684,246,181.68266977236186,626,16.868880832359192,27.37388546622899,7,4441.4322105320625,231,198.60704456642196,Tetragonal
2.916666667,2.153767022273958,11.04874908,27.67282436237989,1.11,1.618679446529201,0.4015111792805474,1.0419103986148912,246.39506501790282,185.889111,192.1825418644863,0.8229644396519766,1.49,716,11.342,91.0,6,2022.0,202,207.0,720,5.00866807099497,44.74506602529864,4,3288.2563164345897,201,62.68900184169658,Tetragonal
2.0677018977002564,2.3351728170889947,19.6337665719948,65.2152351637391,1.4617248289052756,1.2005543498400473,0.4691625118378015,0.7262236277257371,241.10046326364844,186.12447027117224,186.65646303949393,0.5841824298459504,0.7125513441020984,732,5.415636500403405,55.08265151968229,3,3006.225413092908,207,72.16887961186181,751,17.555894136458285,34.36550342189449,12,5699.355818789108,209,169.41573073257183,Tetragonal
2.825466144393448,2.433333333,10.294763558136971,50.58866814,1.8011187471554617,1.84,0.457142857,1.042619899727817,245.23563979800554,185.94381326894765,190.695296,0.901960784,1.6079538923828758,585,11.314244450536226,91.62144405023614,5,1816.68669033674,195,193.8136286811183,652,8.57,31.0,5,5017.0,207,92.90637,Tetragonal
2.352796114048913,2.433333333,6.4608289790597295,50.58866814,1.6634821628807785,1.84,0.457142857,0.7661431483386484,246.64428026097394,187.39803896862784,190.695296,0.901960784,0.8103196626907415,580,6.954286810528775,41.51175560281727,3,2348.1817838639518,188,93.45304238697709,652,8.57,31.0,5,5017.0,207,92.90637,Tetragonal
5.026810129485858,2.3101434624858577,5.692331001964068,37.22167808349344,2.6283483534184846,1.6940739490107126,0.4872658251704892,1.0757189199548562,250.68449724270073,183.21307971782207,198.67074911433141,0.8104899527561801,1.7645245515652512,395,1.626892950523442,58.0,1,956.269266396192,314,98.66882048561334,675,6.730051380115799,43.70571888806001,5,3673.5376064913908,189,63.18302832077553,Tetragonal
3.602085593508415,4.966666667,30.003413964621245,5.548013245,2.2525856456893494,2.65,1.192857143,0.5887258601178185,242.1708880617692,187.72842970877537,185.367975,0.863192182,1.1560331732751479,583,4.924112851461242,17.0,3,3650.314098641938,224,102.48310004456599,376,1.873,58.0,3,944.0,343,132.905452,Tetragonal
2.296748221182753,2.7672783263584173,48.15195240790465,20.33425963743783,1.435363874267246,1.7715903143318847,0.6440760028192722,0.6314150704308666,248.3621161276004,191.81311264871096,188.0986011694415,0.773773603064106,0.652318062866377,694,10.984868304084904,42.43114481052563,6,4688.515042400192,209,96.52147613382394,672,14.259449146993035,248.27761768750682,10,2864.0081155042913,200,162.67970272124347,Tetragonal
